Dataset,MajorityClass,Grassland,Cropland,Built-up,Forest,Wetland,Bareland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_24LWM_M_R,Shrubland,371,98,39,169,110,30,20,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LWM_M_R,Non_Wetland,14,0,2,7,17,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LWM_M_R,Grassland,0,438,251,666,239,147,48,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LWM_M_R,Bareland,642,98,80,257,142,0,41,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LWM_M_R,Built-up,1060,340,0,731,197,458,79,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LWM_M_R,Water,1555,244,161,1061,1077,655,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LWM_M_R,Forest,1761,610,370,0,840,269,212,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LWM_M_R,Wetland,1179,223,62,578,0,203,214,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LWM_M_R,Non_Water,2,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LWM_M_R,Cropland,575,0,141,405,68,135,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LWM_M_R,Permanent_ice_and_snow,126,5,13,66,3,35,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWM_M_R,Non_Wetland,3,0,3,2,15,3,9,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWM_M_R,Shrubland,105,0,42,31,21,42,46,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWM_M_R,Grassland,0,0,339,296,248,277,214,509,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWM_M_R,Wetland,336,0,210,191,0,549,947,286,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWM_M_R,Bareland,237,0,266,125,204,0,268,70,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWM_M_R,Built-up,460,0,0,120,272,351,181,266,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWM_M_R,Water,545,0,482,292,388,411,0,415,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWM_M_R,Forest,1303,0,684,0,563,474,620,1224,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWM_M_R,Non_Water,0,0,0,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWM_M_R,Cropland,647,0,256,249,67,206,90,388,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWM_M_R,Permanent_ice_and_snow,43,0,5,14,30,11,38,28,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWM_M_R,Wetland,0,0,0,0,0,0,69,0,2229,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWM_M_R,Shrubland,0,0,0,0,0,0,0,0,305,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWM_M_R,Grassland,0,0,0,0,139,0,17,0,1142,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWM_M_R,Forest,0,0,0,0,491,0,86,0,2257,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWM_M_R,Bareland,0,0,0,0,116,0,49,0,475,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWM_M_R,Built-up,0,0,0,0,178,0,32,0,642,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWM_M_R,Water,0,0,0,0,770,0,0,0,1423,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWM_M_R,Cropland,0,0,0,0,5,0,0,0,256,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWM_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,69,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWM_M_R,Non_Wetland,5,0,2,1,19,5,2,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWM_M_R,Grassland,0,0,349,312,141,354,48,443,0,0,0,0
