Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20PNR_M_R,Shrubland,3,1,3,3,3,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20PNR_M_R,Grassland,0,6,59,8,14,28,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20PNR_M_R,Cropland,44,0,49,6,9,20,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20PNR_M_R,Wetland,123,8,0,18,19,76,47,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20PNR_M_R,Bareland,50,2,45,0,8,6,9,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20PNR_M_R,Built-up,22,0,19,10,0,17,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20PNR_M_R,Water,117,3,173,27,27,81,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20PNR_M_R,Forest,73,7,86,13,17,0,9,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20PNR_M_R,Permanent_ice_and_snow,17,0,16,3,0,9,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PNR_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PNR_M_R,Grassland,0,0,13,0,0,0,6,83,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PNR_M_R,Cropland,0,0,2,0,0,0,0,51,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PNR_M_R,Bareland,0,0,9,0,0,0,2,49,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PNR_M_R,Built-up,0,0,9,0,0,0,1,24,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PNR_M_R,Forest,0,0,43,0,0,0,15,111,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PNR_M_R,Wetland,0,0,0,0,0,0,14,145,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PNR_M_R,Water,0,0,58,0,0,0,0,103,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PNR_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,16,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PNR_M_R,Shrubland,0,0,0,0,0,0,5,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PNR_M_R,Grassland,0,0,0,0,0,0,35,0,9,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PNR_M_R,Cropland,0,0,0,0,0,0,8,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PNR_M_R,Wetland,0,0,0,0,0,0,93,0,57,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PNR_M_R,Bareland,0,0,0,0,0,0,35,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PNR_M_R,Built-up,0,0,0,0,0,0,15,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PNR_M_R,Water,0,0,0,0,0,0,0,0,119,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PNR_M_R,Forest,0,0,0,0,0,0,54,0,24,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PNR_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PNR_M_R,Cropland,22,0,2,6,11,20,0,0,0,31,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PNR_M_R,Wetland,26,20,0,4,10,33,14,0,0,48,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PNR_M_R,Bareland,16,17,9,0,25,13,2,0,0,42,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PNR_M_R,Water,41,40,62,18,39,57,0,0,0,82,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PNR_M_R,Built-up,8,11,9,5,0,14,1,0,0,20,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PNR_M_R,Forest,42,41,44,17,28,0,19,0,0,62,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PNR_M_R,Grassland,0,30,13,11,21,29,6,0,0,46,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PNR_M_R,Permanent_ice_and_snow,7,8,0,5,4,6,0,0,0,17,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PNR_M_R,Grassland,0,42,20,9,32,40,25,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PNR_M_R,Wetland,0,60,0,7,41,74,57,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PNR_M_R,Built-up,0,4,1,2,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PNR_M_R,Forest,0,32,22,2,32,0,33,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PNR_M_R,Water,0,34,34,37,48,65,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PNR_M_R,Bareland,0,14,4,0,10,5,4,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PNR_M_R,Cropland,0,0,1,0,9,11,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PNR_M_R,Permanent_ice_and_snow,0,5,0,3,7,6,1,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20PNR_M_R,Cropland,7,0,1,5,0,8,9,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_20PNR_M_R,Wetland,52,28,0,32,0,56,58,0,0,0,24
AMAZON_EXTENSION_2024_DynamicWorld_2024_20PNR_M_R,Bareland,1,2,0,0,0,1,4,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_20PNR_M_R,Built-up,10,5,4,10,0,10,14,0,0,0,9
AMAZON_EXTENSION_2024_DynamicWorld_2024_20PNR_M_R,Water,35,15,30,20,0,45,0,0,0,0,19
AMAZON_EXTENSION_2024_DynamicWorld_2024_20PNR_M_R,Forest,27,18,14,12,0,0,26,0,0,0,15
AMAZON_EXTENSION_2024_DynamicWorld_2024_20PNR_M_R,Grassland,0,7,7,8,0,9,6,0,0,0,4
