Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_19KHA_M_R,Shrubland,3,3,3,3,2,2,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KHA_M_R,Grassland,0,23,22,13,8,12,15,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KHA_M_R,Cropland,77,0,42,49,38,41,39,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KHA_M_R,Wetland,45,23,0,12,4,55,11,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KHA_M_R,Lichens_and_Mosses,1,2,0,1,1,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KHA_M_R,Bareland,91,54,40,0,35,69,45,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KHA_M_R,Built-up,25,23,5,14,0,14,14,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KHA_M_R,Water,127,81,63,86,23,0,61,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KHA_M_R,Forest,100,44,28,56,26,36,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KHA_M_R,Permanent_ice_and_snow,11,2,0,6,0,2,4,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KHA_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KHA_M_R,Grassland,0,0,3,0,0,1,0,31,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KHA_M_R,Cropland,0,0,16,0,0,5,0,53,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KHA_M_R,Bareland,0,0,20,0,0,5,0,43,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KHA_M_R,Forest,0,0,16,0,0,8,0,46,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KHA_M_R,Wetland,0,0,0,0,0,6,0,80,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KHA_M_R,Water,0,0,60,0,0,0,0,69,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KHA_M_R,Built-up,0,0,1,0,0,0,0,5,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KHA_M_R,Shrubland,0,0,0,0,0,6,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KHA_M_R,Grassland,0,0,0,0,0,28,0,0,11,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KHA_M_R,Cropland,0,0,0,0,0,90,0,0,28,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KHA_M_R,Wetland,0,0,0,0,0,91,0,0,30,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KHA_M_R,Lichens_and_Mosses,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KHA_M_R,Bareland,0,0,0,0,0,112,0,0,53,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KHA_M_R,Built-up,0,0,0,0,0,17,0,0,4,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KHA_M_R,Water,0,0,0,0,0,0,0,0,140,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KHA_M_R,Forest,0,0,0,0,0,76,0,0,34,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KHA_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KHA_M_R,Water,86,12,60,78,48,0,57,0,0,151,9,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KHA_M_R,Cropland,88,0,16,68,58,5,43,0,0,86,21,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KHA_M_R,Wetland,10,0,0,13,0,6,17,0,0,24,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KHA_M_R,Bareland,75,17,20,0,58,5,50,0,0,103,23,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KHA_M_R,Built-up,20,7,1,16,0,0,9,0,0,19,9,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KHA_M_R,Forest,63,27,16,46,36,8,0,0,0,91,10,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KHA_M_R,Grassland,0,12,3,9,6,1,17,0,0,28,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KHA_M_R,Permanent_ice_and_snow,5,4,0,2,1,0,5,0,0,7,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KHA_M_R,Water,0,59,31,54,41,0,28,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KHA_M_R,Grassland,0,23,7,8,23,13,25,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KHA_M_R,Wetland,0,19,0,8,22,28,7,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KHA_M_R,Bareland,0,77,1,0,65,68,26,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KHA_M_R,Built-up,0,5,0,3,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KHA_M_R,Forest,0,37,20,31,41,57,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KHA_M_R,Cropland,0,0,3,20,61,17,17,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KHA_M_R,Permanent_ice_and_snow,0,0,0,0,1,3,2,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KHA_M_R,Water,12,28,29,82,0,0,55,0,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KHA_M_R,Cropland,10,0,8,21,0,10,13,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KHA_M_R,Wetland,12,22,0,46,0,17,33,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KHA_M_R,Bareland,2,11,2,0,0,20,10,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KHA_M_R,Built-up,5,19,0,24,0,6,12,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KHA_M_R,Forest,11,10,1,19,0,19,0,0,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KHA_M_R,Grassland,0,10,2,12,0,6,11,0,0,0,0,5
