Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Cropland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_19NFD_M_R,Shrubland,3,3,3,1,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NFD_M_R,Grassland,0,12,3,1,10,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NFD_M_R,Cropland,11,4,1,2,3,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NFD_M_R,Wetland,98,0,27,3,53,46,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NFD_M_R,Bareland,39,6,0,2,4,7,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NFD_M_R,Built-up,16,2,7,0,13,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NFD_M_R,Water,128,46,36,3,72,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NFD_M_R,Forest,73,48,12,13,0,18,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NFD_M_R,Permanent_ice_and_snow,28,7,20,3,8,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFD_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFD_M_R,Grassland,0,6,0,0,0,2,40,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFD_M_R,Built-up,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFD_M_R,Forest,0,27,0,0,0,12,80,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFD_M_R,Wetland,0,0,0,0,0,10,53,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFD_M_R,Water,0,51,0,0,0,0,29,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFD_M_R,Bareland,0,17,0,0,0,8,16,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFD_M_R,Cropland,0,0,0,0,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFD_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,17,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFD_M_R,Shrubland,0,0,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFD_M_R,Grassland,0,0,0,0,0,26,0,5,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFD_M_R,Cropland,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFD_M_R,Wetland,0,0,0,0,0,109,0,33,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFD_M_R,Bareland,0,0,0,0,0,37,0,5,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFD_M_R,Built-up,0,0,0,0,0,13,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFD_M_R,Water,0,0,0,0,0,0,0,82,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFD_M_R,Forest,0,0,0,0,0,64,0,19,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFD_M_R,Permanent_ice_and_snow,0,0,0,0,0,16,0,1,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFD_M_R,Water,42,51,1,15,39,0,0,0,55,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFD_M_R,Wetland,17,0,0,5,16,10,0,0,14,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFD_M_R,Bareland,13,17,0,9,6,8,0,0,40,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFD_M_R,Built-up,7,0,3,0,5,0,0,0,15,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFD_M_R,Forest,45,27,9,12,0,12,0,0,55,8,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFD_M_R,Grassland,0,6,2,1,15,2,0,0,12,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFD_M_R,Cropland,4,0,1,1,4,0,0,0,8,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFD_M_R,Permanent_ice_and_snow,9,0,3,6,12,0,0,0,36,1,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFD_M_R,Grassland,0,23,3,7,18,11,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFD_M_R,Water,0,64,21,36,16,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFD_M_R,Forest,0,35,7,27,0,32,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFD_M_R,Wetland,0,0,15,28,21,38,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFD_M_R,Bareland,0,11,0,11,1,8,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFD_M_R,Built-up,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFD_M_R,Cropland,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFD_M_R,Permanent_ice_and_snow,0,10,4,5,3,9,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFD_M_R,Wetland,22,0,35,0,50,30,0,0,0,7,43
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFD_M_R,Built-up,1,0,2,0,5,1,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFD_M_R,Water,5,26,41,0,51,0,0,0,0,4,50
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFD_M_R,Forest,9,4,2,0,0,11,0,0,0,4,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFD_M_R,Grassland,0,5,8,0,11,4,0,0,0,4,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFD_M_R,Bareland,0,0,0,0,1,1,0,0,0,0,8
