Dataset,MajorityClass,Grassland,Forest,Wetland,Cropland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21KVR_M_R,Shrubland,76,62,77,4,2,5,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KVR_M_R,Non_Wetland,9,7,19,1,1,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KVR_M_R,Grassland,0,327,372,63,81,49,54,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KVR_M_R,Cropland,308,235,155,0,92,60,37,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KVR_M_R,Wetland,207,298,0,23,44,1,114,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KVR_M_R,Bareland,158,74,31,2,0,13,69,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KVR_M_R,Forest,661,0,631,46,280,84,228,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KVR_M_R,Water,378,562,369,16,383,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KVR_M_R,Built-up,80,100,73,6,39,0,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KVR_M_R,Lichens_and_Mosses,1,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KVR_M_R,Permanent_ice_and_snow,4,0,0,0,4,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVR_M_R,Non_Wetland,11,3,13,0,0,0,0,7,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVR_M_R,Shrubland,60,6,27,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVR_M_R,Grassland,0,88,223,0,1,6,31,155,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVR_M_R,Cropland,441,59,86,0,3,10,15,90,0,0,0,0
