Dataset,MajorityClass,Grassland,Forest,Cropland,Wetland,Built-up,Bareland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVD_M_R,Grassland,0,0,0,64,0,0,98,0,544,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVD_M_R,Forest,0,0,0,309,0,0,251,0,1465,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVD_M_R,Bareland,0,0,0,5,0,0,26,0,107,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVD_M_R,Shrubland,0,0,0,0,0,0,0,0,146,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVD_M_R,Water,0,0,0,430,0,0,0,0,605,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVD_M_R,Cropland,0,0,0,34,0,0,103,0,628,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVD_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVD_M_R,Built-up,0,0,0,15,0,0,28,0,125,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVD_M_R,Grassland,0,0,0,0,0,0,94,0,0,84,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVD_M_R,Water,0,0,0,0,0,0,0,0,0,584,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVD_M_R,Forest,0,0,0,0,0,0,242,0,0,197,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVD_M_R,Wetland,0,0,0,0,0,0,149,0,0,196,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVD_M_R,Shrubland,0,0,0,0,0,0,14,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVD_M_R,Bareland,0,0,0,0,0,0,18,0,0,11,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVD_M_R,Cropland,0,0,0,0,0,0,42,0,0,35,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVD_M_R,Built-up,0,0,0,0,0,0,17,0,0,5,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVD_M_R,Grassland,0,297,458,64,158,40,98,588,0,0,46,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVD_M_R,Wetland,5,128,41,0,5,13,43,151,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVD_M_R,Forest,134,0,629,309,209,112,251,906,0,0,18,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVD_M_R,Cropland,32,230,0,34,214,11,103,583,0,0,50,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVD_M_R,Bareland,1,45,178,5,110,0,26,227,0,0,12,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVD_M_R,Built-up,2,46,155,15,0,0,28,218,0,0,11,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVD_M_R,Water,7,360,247,430,68,99,0,487,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVD_M_R,Shrubland,3,9,11,0,4,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVD_M_R,Grassland,0,159,716,0,158,11,103,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVD_M_R,Forest,0,0,767,30,392,0,431,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVD_M_R,Shrubland,0,25,97,0,25,0,7,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVD_M_R,Wetland,0,148,214,0,24,0,182,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVD_M_R,Bareland,0,10,216,0,112,0,22,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVD_M_R,Water,0,171,483,47,69,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVD_M_R,Built-up,0,5,83,0,0,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVD_M_R,Cropland,0,88,0,0,174,7,6,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVD_M_R,Forest,132,0,186,22,0,74,97,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVD_M_R,Shrubland,32,96,48,4,0,33,19,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVD_M_R,Wetland,78,437,35,0,0,40,164,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVD_M_R,Cropland,165,265,0,4,0,188,81,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVD_M_R,Bareland,8,43,35,0,0,0,18,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVD_M_R,Built-up,26,127,121,0,0,59,24,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVD_M_R,Water,38,674,48,115,0,54,0,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVD_M_R,Grassland,0,276,133,17,0,114,116,0,0,0,0,0
