Dataset,MajorityClass,Forest,Bareland,Built-up,Wetland,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Cropland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTS_M_R,Built-up,29,134,0,90,59,80,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTS_M_R,Water,290,224,69,921,0,551,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTS_M_R,Forest,0,321,94,762,442,681,8,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTS_M_R,Non_Water,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTS_M_R,Shrubland,7,13,2,17,6,14,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTS_M_R,Cropland,39,44,4,52,5,60,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTS_M_R,Lichens_and_Mosses,1,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTS_M_R,Permanent_ice_and_snow,0,0,0,10,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTS_M_R,Grassland,0,0,0,147,33,0,0,1087,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTS_M_R,Wetland,0,0,0,0,147,0,0,1289,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTS_M_R,Forest,0,0,0,338,127,0,0,1620,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTS_M_R,Bareland,0,0,0,25,2,0,0,164,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTS_M_R,Water,0,0,0,595,0,0,0,1159,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTS_M_R,Shrubland,0,0,0,0,0,0,0,39,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTS_M_R,Cropland,0,0,0,7,0,0,0,100,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTS_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTS_M_R,Built-up,0,0,0,29,4,0,0,203,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTS_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,12,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTS_M_R,Non_Wetland,0,4,2,12,3,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTS_M_R,Forest,0,591,69,948,306,750,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTS_M_R,Grassland,25,466,49,512,59,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTS_M_R,Wetland,52,461,11,0,617,458,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTS_M_R,Non_Water,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTS_M_R,Water,49,449,12,1183,0,233,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTS_M_R,Shrubland,0,22,4,20,4,13,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTS_M_R,Cropland,3,81,6,57,2,57,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTS_M_R,Lichens_and_Mosses,0,1,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTS_M_R,Bareland,0,0,3,54,6,38,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTS_M_R,Built-up,3,208,0,117,21,104,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTS_M_R,Permanent_ice_and_snow,0,13,0,2,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTS_M_R,Grassland,0,0,0,0,433,0,0,0,35,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTS_M_R,Wetland,0,0,0,0,1319,0,0,0,451,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTS_M_R,Forest,0,0,0,0,504,0,0,0,151,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTS_M_R,Bareland,0,0,0,0,101,0,0,0,5,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTS_M_R,Shrubland,0,0,0,0,10,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTS_M_R,Built-up,0,0,0,0,95,0,0,0,5,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTS_M_R,Water,0,0,0,0,0,0,0,0,403,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTS_M_R,Cropland,0,0,0,0,6,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTS_M_R,Forest,0,367,160,338,127,338,548,0,0,23,32,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTS_M_R,Grassland,207,181,156,147,33,0,492,0,0,18,53,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTS_M_R,Wetland,186,274,72,0,147,108,349,0,0,1,6,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTS_M_R,Bareland,30,0,96,25,2,56,148,0,0,0,10,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTS_M_R,Built-up,41,28,0,29,4,54,138,0,0,0,8,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTS_M_R,Water,216,358,139,595,0,103,476,0,0,0,11,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTS_M_R,Cropland,26,13,18,7,0,27,70,0,0,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTS_M_R,Permanent_ice_and_snow,1,0,5,0,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTS_M_R,Grassland,189,17,318,361,172,0,0,0,0,327,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTS_M_R,Forest,0,11,347,409,433,0,0,0,0,190,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTS_M_R,Wetland,317,76,363,0,381,0,0,0,0,202,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTS_M_R,Bareland,38,0,144,37,57,0,0,0,0,43,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTS_M_R,Built-up,4,0,0,4,2,0,0,0,0,7,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTS_M_R,Water,229,70,216,616,0,0,0,0,0,90,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTS_M_R,Cropland,2,0,9,1,9,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTS_M_R,Permanent_ice_and_snow,0,0,4,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTS_M_R,Shrubland,0,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTS_M_R,Wetland,881,108,0,0,581,483,0,0,0,198,0,17
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTS_M_R,Forest,0,49,0,11,90,87,0,0,0,112,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTS_M_R,Bareland,69,0,0,2,32,18,0,0,0,31,0,18
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTS_M_R,Water,677,87,0,141,0,164,0,0,0,64,0,18
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTS_M_R,Built-up,96,4,0,1,16,11,0,0,0,18,0,12
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTS_M_R,Grassland,359,46,0,51,114,0,0,0,0,155,0,22
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTS_M_R,Shrubland,1,0,0,0,0,0,0,0,0,1,0,0
