Dataset,MajorityClass,Cropland,Bareland,Built-up,Forest,Wetland,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21KXP_M_R,Grassland,106,42,46,197,50,21,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KXP_M_R,Non_Wetland,0,0,0,4,1,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KXP_M_R,Bareland,12,0,7,16,1,17,154,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KXP_M_R,Forest,140,189,84,0,68,120,814,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KXP_M_R,Wetland,1,68,6,239,0,105,300,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KXP_M_R,Non_Water,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KXP_M_R,Water,17,380,35,450,88,0,684,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KXP_M_R,Shrubland,5,3,5,16,1,0,32,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KXP_M_R,Cropland,0,131,94,269,16,40,461,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KXP_M_R,Built-up,43,45,0,114,0,8,147,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KXP_M_R,Lichens_and_Mosses,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KXP_M_R,Permanent_ice_and_snow,0,0,1,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXP_M_R,Non_Wetland,0,0,0,1,5,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXP_M_R,Grassland,0,65,15,70,186,102,0,17,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXP_M_R,Bareland,0,0,0,2,46,94,98,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXP_M_R,Forest,0,165,19,0,696,405,365,109,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXP_M_R,Non_Water,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXP_M_R,Water,0,74,13,76,356,0,105,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXP_M_R,Shrubland,0,4,0,6,9,4,13,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXP_M_R,Cropland,0,117,53,138,124,54,316,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXP_M_R,Built-up,0,74,0,9,29,13,90,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXP_M_R,Wetland,0,16,0,11,0,217,42,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXP_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXP_M_R,Grassland,0,0,0,0,67,39,0,0,390,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXP_M_R,Wetland,0,0,0,0,0,23,0,0,305,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXP_M_R,Water,0,0,0,0,313,0,0,0,439,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXP_M_R,Shrubland,0,0,0,0,0,0,0,0,18,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXP_M_R,Forest,0,0,0,0,187,125,0,0,1183,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXP_M_R,Cropland,0,0,0,0,12,33,0,0,214,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXP_M_R,Bareland,0,0,0,0,12,40,0,0,73,0,0,0
