Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Shrubland,Cropland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MME_M_R,Non_Wetland,1,3,1,1,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MME_M_R,Shrubland,3,5,2,2,1,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MME_M_R,Grassland,0,12,6,5,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MME_M_R,Wetland,69,0,3,4,84,19,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MME_M_R,Bareland,26,36,0,1,21,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MME_M_R,Built-up,27,18,10,0,3,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MME_M_R,Water,57,125,1,12,0,14,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MME_M_R,Forest,93,108,29,47,45,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MME_M_R,Cropland,1,0,2,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MME_M_R,Permanent_ice_and_snow,9,7,0,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MME_M_R,Non_Wetland,1,4,0,0,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MME_M_R,Grassland,0,29,1,0,7,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MME_M_R,Bareland,9,41,0,0,36,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MME_M_R,Built-up,32,29,24,0,17,5,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MME_M_R,Water,24,126,12,1,0,23,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MME_M_R,Forest,84,140,46,4,85,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MME_M_R,Shrubland,5,6,2,0,1,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MME_M_R,Wetland,37,0,13,0,115,17,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MME_M_R,Cropland,2,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MME_M_R,Permanent_ice_and_snow,0,11,0,0,10,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MME_M_R,Wetland,0,0,0,0,19,0,227,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MME_M_R,Shrubland,0,0,0,0,0,0,11,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MME_M_R,Grassland,0,0,0,0,1,0,44,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MME_M_R,Bareland,0,2,0,0,2,0,64,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MME_M_R,Built-up,0,9,0,0,0,0,44,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MME_M_R,Forest,0,31,0,0,8,0,250,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MME_M_R,Water,0,36,0,0,0,0,137,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MME_M_R,Cropland,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MME_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,18,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MME_M_R,Grassland,0,0,8,3,1,13,0,16,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MME_M_R,Wetland,35,0,40,32,19,36,0,42,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MME_M_R,Built-up,4,9,8,0,0,17,0,30,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MME_M_R,Forest,32,31,46,39,8,0,0,78,10,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MME_M_R,Water,36,36,44,30,0,45,0,35,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MME_M_R,Bareland,4,2,0,12,2,8,0,16,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MME_M_R,Cropland,0,0,0,0,0,1,0,1,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MME_M_R,Permanent_ice_and_snow,1,0,3,3,0,3,0,9,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MME_M_R,Grassland,0,4,1,9,2,5,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MME_M_R,Water,0,60,46,14,0,27,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MME_M_R,Wetland,0,0,49,39,72,56,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MME_M_R,Bareland,0,2,0,6,10,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MME_M_R,Forest,0,41,10,63,49,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MME_M_R,Permanent_ice_and_snow,0,0,11,0,2,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MME_M_R,Built-up,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MME_M_R,Wetland,37,0,43,0,54,132,0,0,6,0,52
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MME_M_R,Water,14,21,45,0,0,71,0,0,3,0,45
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MME_M_R,Forest,6,0,0,0,1,0,0,0,2,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MME_M_R,Built-up,0,0,9,0,5,33,0,0,3,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MME_M_R,Grassland,0,1,1,0,1,12,0,0,1,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MME_M_R,Bareland,0,0,0,0,0,6,0,0,0,0,3
