Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Water,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_24MZV_M_R,Shrubland,166,25,88,58,37,10,56,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MZV_M_R,Grassland,0,102,77,45,72,1,91,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MZV_M_R,Non_Wetland,2,0,0,0,1,0,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MZV_M_R,Bareland,769,23,0,87,26,98,170,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MZV_M_R,Built-up,364,35,164,0,116,16,13,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MZV_M_R,Water,866,24,717,32,182,0,498,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MZV_M_R,Forest,647,160,161,138,0,7,320,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MZV_M_R,Cropland,464,0,221,156,191,11,72,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MZV_M_R,Non_Water,2,0,1,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MZV_M_R,Wetland,792,17,321,31,122,68,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MZV_M_R,Lichens_and_Mosses,2,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MZV_M_R,Permanent_ice_and_snow,22,0,2,1,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZV_M_R,Non_Wetland,0,0,1,0,3,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZV_M_R,Shrubland,37,0,18,22,23,28,7,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZV_M_R,Grassland,0,0,56,36,98,26,17,117,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZV_M_R,Cropland,345,0,50,185,78,35,7,234,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZV_M_R,Bareland,38,0,0,298,14,359,12,61,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZV_M_R,Built-up,43,0,55,0,1,58,4,59,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZV_M_R,Forest,251,0,123,168,0,141,115,428,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZV_M_R,Non_Water,0,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZV_M_R,Water,36,0,358,106,166,0,96,83,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZV_M_R,Wetland,12,0,474,34,209,572,0,54,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZV_M_R,Lichens_and_Mosses,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZV_M_R,Permanent_ice_and_snow,4,0,2,2,2,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MZV_M_R,Wetland,0,0,0,0,0,25,0,0,1030,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MZV_M_R,Shrubland,0,0,0,0,0,0,0,0,99,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MZV_M_R,Bareland,0,0,0,0,0,31,371,0,426,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MZV_M_R,Water,0,0,0,0,0,0,650,0,605,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MZV_M_R,Forest,0,0,0,0,0,11,196,0,552,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MZV_M_R,Grassland,0,0,0,0,0,0,30,0,169,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MZV_M_R,Cropland,0,0,0,0,0,0,21,0,105,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MZV_M_R,Built-up,0,0,0,0,0,0,39,0,58,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MZV_M_R,Non_Wetland,2,0,1,0,0,1,0,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MZV_M_R,Grassland,0,109,62,27,27,7,0,302,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MZV_M_R,Bareland,237,39,0,33,11,231,0,474,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MZV_M_R,Forest,188,240,163,98,0,72,5,896,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MZV_M_R,Built-up,74,111,199,0,3,21,0,155,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MZV_M_R,Water,205,86,288,28,80,0,45,727,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MZV_M_R,Non_Water,0,0,0,0,0,1,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MZV_M_R,Shrubland,35,16,23,4,1,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MZV_M_R,Cropland,294,0,156,116,76,13,0,347,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MZV_M_R,Wetland,226,29,339,8,132,443,0,669,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MZV_M_R,Lichens_and_Mosses,0,1,1,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MZV_M_R,Permanent_ice_and_snow,1,6,5,0,0,0,0,17,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MZV_M_R,Bareland,0,0,0,0,0,631,0,0,0,239,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MZV_M_R,Shrubland,0,0,0,0,0,53,0,0,0,17,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MZV_M_R,Grassland,0,0,0,0,0,70,0,0,0,25,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MZV_M_R,Water,0,0,0,0,0,0,0,0,0,566,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MZV_M_R,Cropland,0,0,0,0,0,34,0,0,0,11,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MZV_M_R,Built-up,0,0,0,0,0,115,0,0,0,16,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MZV_M_R,Wetland,0,0,0,0,0,638,0,0,0,384,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MZV_M_R,Forest,0,0,0,0,0,227,0,0,0,87,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MZV_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MZV_M_R,Grassland,0,376,54,68,236,0,32,191,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MZV_M_R,Wetland,20,348,69,60,122,25,0,207,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MZV_M_R,Forest,250,577,166,138,0,11,202,358,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MZV_M_R,Bareland,13,752,0,333,117,62,459,229,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MZV_M_R,Cropland,115,0,42,92,259,0,21,178,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MZV_M_R,Built-up,32,286,63,0,86,4,65,104,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MZV_M_R,Water,47,715,179,190,277,0,710,344,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MZV_M_R,Shrubland,16,46,2,9,38,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MZV_M_R,Permanent_ice_and_snow,4,24,0,1,11,0,0,5,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MZV_M_R,Grassland,0,346,2,61,157,8,31,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MZV_M_R,Shrubland,0,50,0,27,87,17,17,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MZV_M_R,Bareland,0,84,0,201,88,247,188,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MZV_M_R,Built-up,0,46,20,0,39,2,18,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MZV_M_R,Forest,0,332,8,164,0,134,166,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MZV_M_R,Wetland,0,30,52,106,214,371,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MZV_M_R,Cropland,0,0,1,88,144,10,5,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MZV_M_R,Water,0,60,206,112,82,0,260,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MZV_M_R,Permanent_ice_and_snow,0,6,0,4,10,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MZV_M_R,Wetland,75,38,175,0,375,384,0,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MZV_M_R,Forest,128,111,25,0,0,230,14,0,0,0,0,21
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MZV_M_R,Shrubland,44,55,45,0,118,61,24,0,0,0,0,13
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MZV_M_R,Cropland,103,0,92,0,177,193,22,0,0,0,0,23
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MZV_M_R,Bareland,14,21,0,0,101,200,148,0,0,0,0,21
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MZV_M_R,Built-up,10,97,112,0,195,133,23,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MZV_M_R,Water,12,9,198,0,91,0,162,0,0,0,0,11
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MZV_M_R,Grassland,0,67,70,0,125,118,33,0,0,0,0,18
