Dataset,MajorityClass,Grassland,Bareland,Built-up,Forest,Water,Cropland,Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_18LWP_M_R,Shrubland,3,3,1,3,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LWP_M_R,Grassland,0,4,3,20,3,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LWP_M_R,Cropland,72,49,8,62,26,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LWP_M_R,Wetland,56,38,1,50,46,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LWP_M_R,Lichens_and_Mosses,0,1,0,1,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LWP_M_R,Bareland,55,0,1,49,47,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LWP_M_R,Built-up,22,22,0,24,13,8,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LWP_M_R,Water,100,86,3,106,0,17,15,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LWP_M_R,Forest,93,75,25,0,44,27,10,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LWP_M_R,Permanent_ice_and_snow,3,2,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWP_M_R,Shrubland,0,0,0,0,3,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWP_M_R,Grassland,0,0,0,0,16,0,0,15,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWP_M_R,Wetland,0,0,0,0,61,0,0,45,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWP_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWP_M_R,Bareland,0,0,0,0,80,0,0,44,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWP_M_R,Built-up,0,0,0,0,23,0,0,5,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWP_M_R,Water,0,0,0,0,0,0,0,142,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWP_M_R,Forest,0,0,0,0,100,0,0,54,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWP_M_R,Cropland,0,0,0,0,38,0,0,31,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWP_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWP_M_R,Water,49,41,41,72,0,25,67,0,71,5,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWP_M_R,Cropland,41,18,35,29,0,0,6,0,41,3,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWP_M_R,Bareland,25,0,31,30,5,7,28,0,48,5,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWP_M_R,Built-up,12,10,0,13,1,8,2,0,14,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWP_M_R,Forest,52,37,46,0,16,38,43,0,66,7,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWP_M_R,Grassland,0,4,7,16,2,5,9,0,12,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWP_M_R,Wetland,0,0,2,3,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWP_M_R,Permanent_ice_and_snow,1,0,2,1,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWP_M_R,Forest,0,0,0,0,16,0,43,0,0,0,13,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWP_M_R,Cropland,0,0,0,0,0,0,6,0,0,0,3,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWP_M_R,Bareland,0,0,0,0,5,0,28,0,0,0,1,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWP_M_R,Built-up,0,0,0,0,1,0,2,0,0,0,1,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWP_M_R,Water,0,0,0,0,0,0,67,0,0,0,6,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWP_M_R,Grassland,0,0,0,0,2,0,9,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWP_M_R,Wetland,0,0,0,0,0,0,0,0,0,0,7,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWP_M_R,Grassland,0,4,10,23,19,23,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWP_M_R,Wetland,0,17,33,32,35,10,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWP_M_R,Bareland,0,0,12,11,49,7,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWP_M_R,Water,0,54,56,53,0,7,7,0,0,0,0,0
