,0
Forest,17692
Water,13935
Grassland,13026
Wetland,10967
Cropland,6012
Bareland,5437
Shrubland,3749
Non_Wetland,3438
Built-up,2318
Non_Water,1454
Permanent_ice_and_snow,30
Lichens_and_Mosses,22
