Dataset,MajorityClass,Grassland,Cropland,Forest,Wetland,Built-up,Water,Bareland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23MPR_M_R,Shrubland,189,28,98,20,41,4,20,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MPR_M_R,Grassland,0,139,267,83,66,37,89,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MPR_M_R,Non_Wetland,10,0,3,9,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MPR_M_R,Bareland,280,66,89,9,25,19,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MPR_M_R,Built-up,247,58,146,3,0,2,65,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MPR_M_R,Water,799,26,469,262,5,0,150,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MPR_M_R,Forest,1296,185,0,269,187,136,135,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MPR_M_R,Cropland,413,0,219,7,36,5,46,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MPR_M_R,Wetland,492,21,176,0,15,85,16,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MPR_M_R,Non_Water,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MPR_M_R,Lichens_and_Mosses,1,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MPR_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPR_M_R,Non_Wetland,6,0,6,7,0,1,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPR_M_R,Shrubland,56,0,63,9,12,11,13,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPR_M_R,Grassland,0,0,432,48,54,77,98,282,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPR_M_R,Cropland,334,0,341,1,51,6,55,318,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPR_M_R,Wetland,139,0,421,0,0,272,32,156,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPR_M_R,Bareland,136,0,189,8,33,70,0,123,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPR_M_R,Built-up,154,0,141,3,0,12,63,155,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPR_M_R,Water,300,0,617,54,14,0,132,159,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPR_M_R,Forest,602,0,0,166,177,322,205,758,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPR_M_R,Non_Water,0,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPR_M_R,Lichens_and_Mosses,0,0,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPR_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPR_M_R,Wetland,0,0,0,0,0,8,0,0,369,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPR_M_R,Shrubland,0,0,0,0,0,0,0,0,48,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPR_M_R,Grassland,0,0,0,93,0,13,0,0,341,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPR_M_R,Water,0,0,0,523,0,0,0,0,334,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPR_M_R,Forest,0,0,0,390,0,87,0,0,944,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPR_M_R,Cropland,0,0,0,1,0,0,0,0,16,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPR_M_R,Bareland,0,0,0,17,0,3,0,0,28,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPR_M_R,Built-up,0,0,0,6,0,1,0,0,10,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPR_M_R,Grassland,0,114,254,77,59,60,209,222,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPR_M_R,Non_Wetland,3,0,3,12,1,2,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPR_M_R,Built-up,154,7,71,2,0,1,198,111,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPR_M_R,Forest,948,155,0,301,156,154,523,673,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPR_M_R,Wetland,238,0,310,0,1,153,50,97,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPR_M_R,Water,436,0,444,204,12,0,267,125,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPR_M_R,Non_Water,1,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPR_M_R,Shrubland,76,18,32,13,16,6,42,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPR_M_R,Cropland,285,0,124,5,57,5,224,161,0,0,0,0
