Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23LRF_M_R,Shrubland,335,49,134,76,168,109,22,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LRF_M_R,Non_Wetland,0,0,0,0,0,9,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LRF_M_R,Grassland,0,144,110,78,261,87,28,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LRF_M_R,Bareland,502,43,0,76,89,11,36,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LRF_M_R,Built-up,283,70,133,0,146,3,13,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LRF_M_R,Water,972,20,258,14,395,438,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LRF_M_R,Forest,886,92,166,114,0,413,134,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LRF_M_R,Cropland,498,0,207,122,283,23,17,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LRF_M_R,Non_Water,2,0,1,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LRF_M_R,Wetland,135,3,16,0,78,0,59,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LRF_M_R,Lichens_and_Mosses,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LRF_M_R,Permanent_ice_and_snow,55,1,31,10,9,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRF_M_R,Non_Wetland,2,0,0,0,2,0,2,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRF_M_R,Shrubland,97,0,54,33,48,0,48,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRF_M_R,Grassland,0,0,56,110,126,0,96,363,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRF_M_R,Cropland,560,0,119,232,123,0,65,348,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRF_M_R,Bareland,264,0,0,104,113,0,265,147,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRF_M_R,Built-up,178,0,65,0,32,0,51,143,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRF_M_R,Water,263,0,131,32,405,0,0,654,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRF_M_R,Forest,544,0,267,200,0,0,333,1145,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRF_M_R,Non_Water,1,0,0,0,0,0,1,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRF_M_R,Wetland,64,0,20,1,255,0,106,374,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRF_M_R,Lichens_and_Mosses,2,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRF_M_R,Permanent_ice_and_snow,28,0,22,5,8,0,31,42,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRF_M_R,Non_Wetland,2,0,1,0,0,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRF_M_R,Grassland,0,118,202,76,54,0,50,349,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRF_M_R,Bareland,329,15,0,59,1,0,93,107,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRF_M_R,Forest,770,120,633,100,0,0,254,1196,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRF_M_R,Built-up,243,24,252,0,4,0,19,131,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRF_M_R,Non_Water,0,0,0,0,0,0,5,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRF_M_R,Water,323,6,415,9,241,0,0,633,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRF_M_R,Shrubland,118,15,109,21,13,0,39,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRF_M_R,Cropland,486,0,378,191,48,0,28,316,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRF_M_R,Wetland,118,0,58,0,119,0,112,325,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRF_M_R,Lichens_and_Mosses,2,0,2,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRF_M_R,Permanent_ice_and_snow,49,0,73,3,0,0,1,29,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRF_M_R,Shrubland,0,0,0,0,0,0,0,0,237,0,0,0
