Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_18LVR_M_R,Shrubland,3,1,3,1,2,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVR_M_R,Grassland,0,6,6,5,2,18,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVR_M_R,Cropland,79,0,65,14,28,69,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVR_M_R,Wetland,31,1,11,0,40,37,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVR_M_R,Lichens_and_Mosses,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVR_M_R,Bareland,76,0,0,4,48,68,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVR_M_R,Built-up,18,1,18,0,7,21,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVR_M_R,Water,127,7,116,8,0,136,4,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVR_M_R,Forest,107,16,90,26,60,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVR_M_R,Permanent_ice_and_snow,5,0,3,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVR_M_R,Shrubland,0,0,0,0,3,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVR_M_R,Grassland,0,0,0,0,13,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVR_M_R,Cropland,0,0,0,0,56,0,0,24,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVR_M_R,Wetland,0,0,0,0,44,0,0,22,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVR_M_R,Bareland,0,0,0,0,97,0,0,56,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVR_M_R,Water,0,0,0,0,0,0,0,155,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVR_M_R,Forest,0,0,0,0,120,0,0,64,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVR_M_R,Built-up,0,0,0,0,16,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVR_M_R,Water,41,75,57,20,0,85,45,0,91,8,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVR_M_R,Cropland,34,0,24,13,6,49,10,0,53,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVR_M_R,Wetland,0,4,0,0,0,6,0,0,5,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVR_M_R,Bareland,29,54,0,24,13,43,23,0,58,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVR_M_R,Built-up,10,15,10,0,1,15,0,0,14,4,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVR_M_R,Forest,46,66,47,35,19,0,36,0,77,13,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVR_M_R,Grassland,0,9,2,6,4,19,3,0,15,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVR_M_R,Permanent_ice_and_snow,1,2,0,0,0,3,0,0,3,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVR_M_R,Grassland,0,24,3,11,11,19,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVR_M_R,Wetland,0,14,10,3,18,11,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVR_M_R,Built-up,0,2,1,0,2,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVR_M_R,Water,0,52,75,54,0,57,24,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVR_M_R,Forest,0,53,31,48,61,0,28,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVR_M_R,Bareland,0,11,0,23,52,36,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVR_M_R,Cropland,0,0,18,20,27,27,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVR_M_R,Permanent_ice_and_snow,0,1,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVR_M_R,Wetland,0,0,0,0,0,0,0,0,0,0,16,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVR_M_R,Bareland,0,0,0,0,13,0,23,0,0,0,6,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVR_M_R,Built-up,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVR_M_R,Water,0,0,0,0,0,0,45,0,0,0,15,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVR_M_R,Forest,0,0,0,0,19,0,36,0,0,0,31,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVR_M_R,Grassland,0,0,0,0,4,0,3,0,0,0,4,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVR_M_R,Cropland,0,0,0,0,6,0,10,0,0,0,3,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVR_M_R,Cropland,6,0,0,0,9,13,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVR_M_R,Wetland,6,23,12,0,7,28,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVR_M_R,Bareland,4,33,0,0,15,27,4,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVR_M_R,Built-up,3,8,3,0,6,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVR_M_R,Water,7,77,56,0,0,90,11,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVR_M_R,Forest,17,36,30,0,25,0,5,0,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVR_M_R,Grassland,0,6,7,0,4,8,1,0,0,0,0,1
