Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Water,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_24LUJ_M_R,Shrubland,269,73,46,66,128,6,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUJ_M_R,Non_Wetland,4,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUJ_M_R,Grassland,0,221,111,154,391,67,36,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUJ_M_R,Bareland,209,54,0,56,38,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUJ_M_R,Built-up,462,185,212,0,207,18,11,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUJ_M_R,Water,928,85,296,24,574,0,120,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUJ_M_R,Forest,1085,299,98,177,0,84,105,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUJ_M_R,Non_Water,0,1,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUJ_M_R,Cropland,426,0,144,131,256,6,13,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUJ_M_R,Wetland,279,30,39,1,61,40,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUJ_M_R,Permanent_ice_and_snow,28,0,15,0,9,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUJ_M_R,Non_Wetland,0,0,0,0,1,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUJ_M_R,Shrubland,66,0,27,29,20,19,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUJ_M_R,Grassland,0,0,99,135,118,112,29,283,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUJ_M_R,Bareland,103,0,0,90,18,71,0,45,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUJ_M_R,Built-up,204,0,132,0,49,30,0,184,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUJ_M_R,Forest,727,0,169,209,0,200,38,834,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUJ_M_R,Non_Water,0,0,0,0,0,1,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUJ_M_R,Water,367,0,7,92,124,0,9,249,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUJ_M_R,Cropland,439,0,140,177,126,27,8,239,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUJ_M_R,Wetland,74,0,0,36,12,104,0,66,0,0,0,0
