Dataset,MajorityClass,Cropland,Bareland,Built-up,Water,Forest,Wetland,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNR_M_R,Wetland,0,51,53,1161,778,0,1067,17,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNR_M_R,Bareland,0,0,39,56,79,77,137,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNR_M_R,Built-up,0,99,0,28,115,58,228,31,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNR_M_R,Water,0,104,114,0,707,941,1013,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNR_M_R,Forest,0,145,242,479,0,991,1039,112,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNR_M_R,Non_Water,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNR_M_R,Cropland,0,29,54,25,148,213,293,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNR_M_R,Lichens_and_Mosses,0,0,0,0,1,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNR_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNR_M_R,Grassland,108,486,128,186,260,531,0,250,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNR_M_R,Non_Wetland,1,7,1,4,3,10,7,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNR_M_R,Wetland,165,554,51,917,476,0,1009,426,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNR_M_R,Forest,123,603,168,294,0,644,1175,297,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNR_M_R,Built-up,9,283,0,7,52,46,204,34,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNR_M_R,Non_Water,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNR_M_R,Water,36,424,109,0,526,921,658,158,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNR_M_R,Shrubland,2,30,11,5,16,7,34,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNR_M_R,Cropland,0,200,64,13,24,124,245,16,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNR_M_R,Lichens_and_Mosses,0,1,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNR_M_R,Bareland,10,0,28,21,6,13,71,17,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNR_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNR_M_R,Wetland,0,0,0,222,0,0,0,0,2861,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNR_M_R,Grassland,0,0,0,63,0,236,0,0,2071,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNR_M_R,Forest,0,0,0,163,0,526,0,0,2211,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNR_M_R,Water,0,0,0,0,0,826,0,0,1532,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNR_M_R,Shrubland,0,0,0,0,0,0,0,0,57,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNR_M_R,Built-up,0,0,0,3,0,69,0,0,166,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNR_M_R,Cropland,0,0,0,0,0,26,0,0,312,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNR_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNR_M_R,Bareland,0,0,0,3,0,13,0,0,133,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNR_M_R,Grassland,0,0,0,538,0,0,0,0,0,166,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNR_M_R,Wetland,0,0,0,1563,0,0,0,0,0,787,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNR_M_R,Forest,0,0,0,578,0,0,0,0,0,279,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNR_M_R,Shrubland,0,0,0,11,0,0,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNR_M_R,Bareland,0,0,0,56,0,0,0,0,0,12,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNR_M_R,Built-up,0,0,0,49,0,0,0,0,0,15,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNR_M_R,Cropland,0,0,0,58,0,0,0,0,0,4,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNR_M_R,Water,0,0,0,0,0,0,0,0,0,771,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNR_M_R,Grassland,367,226,144,63,802,236,0,522,0,0,17,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNR_M_R,Built-up,178,34,0,3,156,69,166,194,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNR_M_R,Forest,286,285,221,163,0,526,822,565,0,0,45,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNR_M_R,Wetland,135,173,120,222,946,0,580,382,0,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNR_M_R,Cropland,0,9,23,0,209,26,102,111,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNR_M_R,Bareland,169,0,54,3,172,13,89,105,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNR_M_R,Water,264,283,142,0,836,826,474,510,0,0,8,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNR_M_R,Shrubland,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNR_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNR_M_R,Grassland,616,17,378,318,366,697,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNR_M_R,Forest,302,2,491,529,0,691,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNR_M_R,Wetland,327,10,121,708,402,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNR_M_R,Bareland,47,0,128,47,27,41,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNR_M_R,Shrubland,1,0,9,2,2,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNR_M_R,Built-up,28,4,0,14,25,46,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNR_M_R,Water,105,37,87,0,140,886,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNR_M_R,Cropland,0,0,34,2,7,15,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNR_M_R,Permanent_ice_and_snow,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNR_M_R,Wetland,361,255,0,946,1313,0,887,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNR_M_R,Forest,153,90,0,264,0,153,261,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNR_M_R,Water,73,115,0,0,635,376,267,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNR_M_R,Shrubland,3,0,0,4,18,2,7,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNR_M_R,Bareland,7,0,0,33,22,2,12,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNR_M_R,Built-up,78,64,0,58,184,8,20,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNR_M_R,Cropland,0,76,0,2,15,4,54,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNR_M_R,Grassland,243,224,0,340,551,267,0,0,0,0,0,2
