Dataset,MajorityClass,Forest,Built-up,Grassland,Bareland,Wetland,Water,Non_Wetland,Cropland,Shrubland,Lichens_and_Mosses,Non_Water
AMAZON_EXTENSION_2024_WorldCover_2021_18MYV_M_R,Grassland,10,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MYV_M_R,Water,171,0,71,2,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MYV_M_R,Non_Wetland,0,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MYV_M_R,Shrubland,0,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MYV_M_R,Cropland,1,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MYV_M_R,Wetland,15,0,21,0,0,16,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MYV_M_R,Lichens_and_Mosses,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MYV_M_R,Bareland,0,0,1,0,0,6,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MYV_M_R,Built-up,10,0,6,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MYV_M_R,Forest,0,5,125,4,0,115,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MYV_M_R,Non_Wetland,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MYV_M_R,Shrubland,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MYV_M_R,Grassland,0,0,0,2,3,27,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MYV_M_R,Cropland,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MYV_M_R,Wetland,3,0,0,7,0,28,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MYV_M_R,Lichens_and_Mosses,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MYV_M_R,Bareland,0,0,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MYV_M_R,Built-up,0,0,5,0,0,25,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MYV_M_R,Forest,0,0,38,28,10,293,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MYV_M_R,Water,63,0,4,33,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MYV_M_R,Non_Wetland,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MYV_M_R,Shrubland,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MYV_M_R,Grassland,0,0,0,0,13,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MYV_M_R,Wetland,1,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MYV_M_R,Lichens_and_Mosses,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MYV_M_R,Bareland,0,0,0,0,2,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MYV_M_R,Built-up,0,0,8,0,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MYV_M_R,Water,62,0,0,0,99,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MYV_M_R,Forest,0,0,31,0,175,91,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MYV_M_R,Shrubland,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MYV_M_R,Grassland,0,0,0,0,0,0,14,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MYV_M_R,Forest,0,0,0,0,127,51,158,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MYV_M_R,Lichens_and_Mosses,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MYV_M_R,Bareland,0,0,0,0,5,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MYV_M_R,Built-up,0,0,0,0,0,0,7,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MYV_M_R,Water,0,0,0,0,149,0,43,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MYV_M_R,Wetland,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MYV_M_R,Grassland,10,0,0,1,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MYV_M_R,Forest,0,40,67,76,127,51,0,27,60,8,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MYV_M_R,Water,88,29,32,67,149,0,0,12,33,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MYV_M_R,Built-up,2,0,6,0,0,0,0,1,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MYV_M_R,Cropland,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MYV_M_R,Wetland,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MYV_M_R,Bareland,1,0,0,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MYV_M_R,Water,77,4,0,11,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MYV_M_R,Grassland,6,18,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MYV_M_R,Forest,0,32,0,0,0,177,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MYV_M_R,Wetland,23,1,0,0,0,14,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MYV_M_R,Built-up,2,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MYV_M_R,Bareland,0,0,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MYV_M_R,Grassland,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MYV_M_R,Water,0,0,0,0,0,0,0,0,0,0,157
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MYV_M_R,Forest,0,0,0,0,0,160,0,0,0,0,143
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MYV_M_R,Wetland,0,0,0,0,0,8,0,0,0,0,9
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MYV_M_R,Bareland,0,0,0,0,0,2,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MYV_M_R,Wetland,37,0,6,0,0,5,0,2,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MYV_M_R,Water,298,0,15,67,2,0,0,16,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MYV_M_R,Forest,0,0,9,0,2,7,0,11,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MYV_M_R,Grassland,17,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MYV_M_R,Bareland,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MYV_M_R,Built-up,1,0,0,0,0,0,0,0,0,0,0
