Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Permanent_ice_and_snow,Forest,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEC_M_R,Built-up,0,0,0,0,0,33,0,0,0,6,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEC_M_R,Water,0,0,0,0,0,0,0,0,0,162,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEC_M_R,Forest,0,0,0,0,0,72,0,0,0,32,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEC_M_R,Permanent_ice_and_snow,0,0,0,0,0,12,0,0,0,4,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEC_M_R,Water,80,22,57,77,31,0,22,83,0,0,166,11
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEC_M_R,Cropland,50,0,14,48,26,1,0,37,0,0,70,24
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEC_M_R,Wetland,30,4,0,23,11,13,0,24,0,0,63,2
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEC_M_R,Bareland,72,27,30,0,50,9,10,57,0,0,121,28
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEC_M_R,Built-up,23,9,0,17,0,0,0,16,0,0,30,11
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEC_M_R,Permanent_ice_and_snow,11,2,8,15,9,7,0,19,0,0,51,3
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEC_M_R,Forest,51,25,15,43,16,10,0,0,0,0,100,10
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEC_M_R,Grassland,0,14,6,20,8,2,0,21,0,0,48,6
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEC_M_R,Grassland,0,24,29,15,48,17,1,31,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEC_M_R,Wetland,0,24,0,17,46,29,2,16,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEC_M_R,Bareland,0,60,48,0,73,55,5,23,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEC_M_R,Built-up,0,3,2,2,0,1,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEC_M_R,Forest,0,33,31,20,61,56,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEC_M_R,Water,0,38,94,120,71,0,21,44,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEC_M_R,Cropland,0,0,16,1,65,5,0,15,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEC_M_R,Permanent_ice_and_snow,0,3,8,26,12,19,0,11,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEC_M_R,Water,13,13,19,76,0,0,38,87,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEC_M_R,Cropland,11,0,0,24,0,2,0,4,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEC_M_R,Wetland,23,38,0,62,0,43,22,58,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEC_M_R,Bareland,5,10,8,0,0,32,24,10,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEC_M_R,Built-up,6,20,0,25,0,9,4,8,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEC_M_R,Forest,11,10,3,20,0,22,12,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEC_M_R,Grassland,0,11,5,16,0,11,9,11,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEC_M_R,Permanent_ice_and_snow,0,0,0,4,0,15,0,0,0,0,0,0
