Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Permanent_ice_and_snow,Forest,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AMAZON_EXTENSION_2024_WorldCover_2021_19LEC_M_R,Shrubland,3,3,3,3,2,2,1,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LEC_M_R,Grassland,0,31,39,18,11,7,0,11,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LEC_M_R,Cropland,93,0,57,38,24,6,0,27,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LEC_M_R,Wetland,115,24,0,41,3,53,4,21,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LEC_M_R,Lichens_and_Mosses,2,3,0,3,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LEC_M_R,Bareland,131,54,53,0,37,54,17,55,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LEC_M_R,Built-up,31,28,22,20,0,11,0,17,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LEC_M_R,Water,183,36,124,151,16,0,40,89,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LEC_M_R,Forest,96,30,69,59,23,30,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LEC_M_R,Permanent_ice_and_snow,42,0,2,39,6,12,0,14,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEC_M_R,Shrubland,0,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEC_M_R,Grassland,0,0,6,0,0,2,0,0,72,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEC_M_R,Cropland,0,0,14,0,0,1,0,0,72,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEC_M_R,Bareland,0,0,30,0,0,9,0,0,106,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEC_M_R,Built-up,0,0,0,0,0,0,0,0,24,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEC_M_R,Forest,0,0,15,0,0,10,0,0,99,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEC_M_R,Wetland,0,0,0,0,0,13,0,0,190,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEC_M_R,Water,0,0,57,0,0,0,0,0,111,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEC_M_R,Permanent_ice_and_snow,0,0,8,0,0,7,0,0,10,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEC_M_R,Shrubland,0,0,0,0,0,5,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEC_M_R,Grassland,0,0,0,0,0,39,0,0,0,12,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEC_M_R,Cropland,0,0,0,0,0,53,0,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEC_M_R,Wetland,0,0,0,0,0,134,0,0,0,43,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEC_M_R,Lichens_and_Mosses,0,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEC_M_R,Bareland,0,0,0,0,0,148,0,0,0,44,0,0
