Dataset,MajorityClass,Grassland,Forest,Cropland,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUD_M_R,Water,645,228,0,902,181,174,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUD_M_R,Forest,1034,0,0,1372,260,241,624,77,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUD_M_R,Non_Water,0,0,0,0,1,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUD_M_R,Wetland,270,69,0,0,82,8,348,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUD_M_R,Shrubland,29,10,0,31,19,10,12,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUD_M_R,Cropland,718,217,0,420,190,195,148,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUD_M_R,Permanent_ice_and_snow,0,2,0,11,9,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUD_M_R,Wetland,0,0,0,0,0,0,32,0,1638,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUD_M_R,Grassland,0,0,0,127,0,0,40,0,1412,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUD_M_R,Bareland,0,0,0,169,0,0,15,0,93,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUD_M_R,Forest,0,0,0,406,0,0,182,0,2270,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUD_M_R,Water,0,0,0,647,0,0,0,0,1223,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUD_M_R,Shrubland,0,0,0,0,0,0,0,0,65,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUD_M_R,Cropland,0,0,0,41,0,0,7,0,642,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUD_M_R,Built-up,0,0,0,66,0,0,10,0,198,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUD_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,11,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUD_M_R,Non_Wetland,4,6,0,2,4,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUD_M_R,Wetland,324,406,1,0,196,8,287,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUD_M_R,Bareland,111,98,1,8,0,54,26,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUD_M_R,Built-up,256,115,1,36,329,0,25,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUD_M_R,Forest,902,0,56,390,577,136,397,24,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUD_M_R,Grassland,0,426,53,98,264,99,199,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUD_M_R,Water,239,522,1,299,505,94,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUD_M_R,Non_Water,1,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUD_M_R,Shrubland,26,23,2,5,32,7,9,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUD_M_R,Cropland,588,454,0,34,349,159,99,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUD_M_R,Permanent_ice_and_snow,0,0,0,0,18,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUD_M_R,Grassland,0,0,0,0,0,0,593,0,0,167,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUD_M_R,Wetland,0,0,0,0,0,0,645,0,0,319,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUD_M_R,Bareland,0,0,0,0,0,0,295,0,0,137,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUD_M_R,Built-up,0,0,0,0,0,0,181,0,0,69,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUD_M_R,Forest,0,0,0,0,0,0,896,0,0,397,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUD_M_R,Shrubland,0,0,0,0,0,0,28,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUD_M_R,Water,0,0,0,0,0,0,0,0,0,989,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUD_M_R,Cropland,0,0,0,0,0,0,216,0,0,74,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUD_M_R,Grassland,0,515,800,129,145,299,40,799,0,0,6,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUD_M_R,Wetland,104,296,258,0,57,86,34,474,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUD_M_R,Bareland,32,109,529,189,0,357,21,281,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUD_M_R,Built-up,48,141,329,72,23,0,10,312,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUD_M_R,Water,125,606,786,707,364,392,0,920,0,0,6,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUD_M_R,Forest,400,0,958,421,198,437,185,1140,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUD_M_R,Shrubland,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUD_M_R,Cropland,131,260,0,41,25,172,7,415,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUD_M_R,Permanent_ice_and_snow,0,4,14,0,0,9,0,13,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUD_M_R,Grassland,0,288,1021,332,24,403,219,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUD_M_R,Wetland,0,206,397,0,19,157,268,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUD_M_R,Built-up,0,21,142,9,26,0,22,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUD_M_R,Water,0,235,640,349,96,441,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUD_M_R,Forest,0,0,1121,318,34,698,644,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUD_M_R,Bareland,0,86,232,19,0,258,152,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUD_M_R,Cropland,0,88,0,16,6,161,66,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUD_M_R,Permanent_ice_and_snow,0,0,0,0,0,14,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUD_M_R,Shrubland,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUD_M_R,Wetland,373,884,104,0,50,0,378,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUD_M_R,Bareland,11,61,36,7,0,0,52,0,0,0,0,26
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUD_M_R,Built-up,98,338,204,6,171,0,114,0,0,0,0,19
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUD_M_R,Water,202,1055,67,131,208,0,0,0,0,0,0,29
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUD_M_R,Forest,261,0,280,92,194,0,269,0,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUD_M_R,Cropland,141,282,0,25,145,0,87,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUD_M_R,Grassland,0,503,267,147,198,0,176,0,0,0,0,24
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUD_M_R,Shrubland,0,8,0,0,0,0,0,0,0,0,0,0
