Dataset,MajorityClass,Grassland,Forest,Cropland,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_24KUD_M_R,Shrubland,56,38,16,29,17,18,4,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KUD_M_R,Grassland,0,578,319,443,106,152,82,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KUD_M_R,Non_Wetland,8,4,2,14,1,1,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KUD_M_R,Bareland,509,248,74,32,0,97,121,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KUD_M_R,Built-up,536,372,141,38,210,0,85,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KUD_M_R,Water,1404,1218,210,629,388,135,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KUD_M_R,Forest,1460,0,392,715,262,239,425,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KUD_M_R,Wetland,703,449,114,0,59,20,247,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KUD_M_R,Non_Water,2,1,1,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KUD_M_R,Cropland,804,573,0,209,185,208,75,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KUD_M_R,Permanent_ice_and_snow,34,4,1,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUD_M_R,Non_Wetland,5,1,0,16,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUD_M_R,Grassland,0,168,0,609,119,129,214,16,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUD_M_R,Bareland,211,74,0,36,0,119,298,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUD_M_R,Built-up,225,75,0,120,182,0,159,1,0,0,0,0
