Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23MRQ_M_R,Shrubland,331,88,105,52,140,69,38,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MRQ_M_R,Non_Wetland,19,15,6,1,7,14,4,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MRQ_M_R,Grassland,0,181,40,28,113,88,11,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MRQ_M_R,Bareland,396,156,0,27,32,105,89,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MRQ_M_R,Built-up,262,126,54,0,113,17,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MRQ_M_R,Water,996,57,392,7,365,388,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MRQ_M_R,Cropland,278,0,49,21,84,31,15,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MRQ_M_R,Wetland,857,187,110,16,181,0,197,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MRQ_M_R,Forest,696,113,127,69,0,83,51,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MRQ_M_R,Non_Water,2,0,1,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MRQ_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MRQ_M_R,Permanent_ice_and_snow,39,0,4,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRQ_M_R,Non_Wetland,9,0,7,2,2,29,9,13,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRQ_M_R,Shrubland,105,0,48,32,20,71,52,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRQ_M_R,Grassland,0,0,66,62,55,188,84,310,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRQ_M_R,Cropland,286,0,62,54,31,133,60,225,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRQ_M_R,Wetland,305,0,50,116,19,0,504,441,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRQ_M_R,Bareland,234,0,0,34,8,187,279,195,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRQ_M_R,Built-up,128,0,61,0,9,41,19,186,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRQ_M_R,Water,417,0,68,52,37,363,0,611,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRQ_M_R,Forest,383,0,173,148,0,507,268,922,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRQ_M_R,Non_Water,0,0,0,0,0,0,2,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRQ_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRQ_M_R,Permanent_ice_and_snow,0,0,1,0,0,21,1,20,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRQ_M_R,Wetland,0,0,0,0,0,0,67,0,1303,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRQ_M_R,Shrubland,0,0,0,0,0,0,0,0,282,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRQ_M_R,Grassland,0,0,0,0,0,58,5,0,521,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRQ_M_R,Forest,0,0,0,0,0,172,20,0,954,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRQ_M_R,Bareland,0,0,0,0,0,22,12,0,414,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRQ_M_R,Water,0,0,0,0,0,454,0,0,992,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRQ_M_R,Built-up,0,0,0,0,0,3,1,0,136,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRQ_M_R,Cropland,0,0,0,0,0,0,0,0,283,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,21,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRQ_M_R,Non_Wetland,10,0,8,2,2,35,3,12,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRQ_M_R,Grassland,0,15,154,43,11,240,54,278,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRQ_M_R,Wetland,204,0,66,3,26,0,209,323,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRQ_M_R,Bareland,155,7,0,26,3,173,105,71,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRQ_M_R,Forest,430,6,403,79,0,503,88,885,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRQ_M_R,Built-up,122,0,180,0,2,92,9,144,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRQ_M_R,Water,264,0,225,11,109,849,0,482,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRQ_M_R,Non_Water,0,0,1,0,0,0,2,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRQ_M_R,Shrubland,123,4,100,29,10,91,36,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRQ_M_R,Cropland,283,0,236,36,2,154,23,162,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRQ_M_R,Lichens_and_Mosses,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRQ_M_R,Permanent_ice_and_snow,0,0,39,0,0,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRQ_M_R,Grassland,0,0,0,0,0,0,218,0,0,55,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRQ_M_R,Bareland,0,0,0,0,0,0,193,0,0,36,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRQ_M_R,Water,0,0,0,0,0,0,0,0,0,337,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRQ_M_R,Shrubland,0,0,0,0,0,0,124,0,0,35,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRQ_M_R,Wetland,0,0,0,0,0,0,602,0,0,198,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRQ_M_R,Cropland,0,0,0,0,0,0,88,0,0,10,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRQ_M_R,Built-up,0,0,0,0,0,0,17,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRQ_M_R,Forest,0,0,0,0,0,0,199,0,0,82,0,0
