Dataset,MajorityClass,Cropland,Bareland,Built-up,Forest,Wetland,Water,Grassland,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23KPQ_M_R,Grassland,55,31,46,159,150,12,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPQ_M_R,Non_Wetland,3,0,1,5,10,3,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPQ_M_R,Bareland,60,0,96,167,125,111,443,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPQ_M_R,Built-up,118,228,0,383,323,163,578,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPQ_M_R,Water,80,366,293,707,700,0,819,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPQ_M_R,Forest,107,108,213,0,533,214,810,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPQ_M_R,Cropland,0,48,74,222,210,10,382,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPQ_M_R,Wetland,16,64,57,218,0,170,489,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPQ_M_R,Non_Water,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPQ_M_R,Shrubland,8,4,8,18,11,2,31,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPQ_M_R,Permanent_ice_and_snow,0,1,2,2,0,0,9,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPQ_M_R,Non_Wetland,0,4,3,1,11,3,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPQ_M_R,Grassland,0,75,99,42,70,81,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPQ_M_R,Wetland,0,280,142,12,0,461,31,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPQ_M_R,Bareland,0,0,165,12,20,236,49,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPQ_M_R,Built-up,0,308,0,74,180,227,95,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPQ_M_R,Water,0,420,450,204,389,0,87,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPQ_M_R,Forest,0,364,399,0,394,438,296,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPQ_M_R,Non_Water,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPQ_M_R,Shrubland,0,9,11,5,9,7,8,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPQ_M_R,Cropland,0,128,181,22,82,41,216,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPQ_M_R,Permanent_ice_and_snow,0,3,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPQ_M_R,Wetland,0,0,0,0,0,24,0,1265,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPQ_M_R,Grassland,0,0,0,0,23,0,0,416,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPQ_M_R,Bareland,0,0,0,0,91,22,0,326,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPQ_M_R,Built-up,0,0,0,0,156,36,0,655,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPQ_M_R,Water,0,0,0,0,533,0,0,1214,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPQ_M_R,Shrubland,0,0,0,0,0,0,0,30,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPQ_M_R,Cropland,0,0,0,0,3,1,0,381,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPQ_M_R,Forest,0,0,0,0,211,71,0,1484,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPQ_M_R,Non_Wetland,1,4,2,0,10,1,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPQ_M_R,Wetland,0,285,102,16,0,201,47,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPQ_M_R,Built-up,0,414,0,33,164,107,181,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPQ_M_R,Forest,16,372,318,0,538,260,349,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPQ_M_R,Grassland,24,64,73,33,86,12,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPQ_M_R,Water,1,599,339,163,429,0,69,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPQ_M_R,Shrubland,1,12,8,1,10,1,9,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPQ_M_R,Bareland,0,0,59,0,17,50,63,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPQ_M_R,Cropland,0,128,165,32,105,5,258,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPQ_M_R,Permanent_ice_and_snow,0,7,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPQ_M_R,Grassland,0,0,0,0,0,76,0,0,27,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPQ_M_R,Wetland,0,0,0,0,0,169,0,0,235,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPQ_M_R,Built-up,0,0,0,0,0,168,0,0,114,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPQ_M_R,Shrubland,0,0,0,0,0,2,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPQ_M_R,Bareland,0,0,0,0,0,192,0,0,91,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPQ_M_R,Cropland,0,0,0,0,0,11,0,0,7,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPQ_M_R,Water,0,0,0,0,0,0,0,0,613,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPQ_M_R,Forest,0,0,0,0,0,225,0,0,170,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPQ_M_R,Grassland,355,20,192,187,23,0,0,0,0,332,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPQ_M_R,Wetland,159,70,207,160,0,24,0,0,0,345,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPQ_M_R,Bareland,322,0,483,88,115,31,0,0,0,197,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPQ_M_R,Built-up,290,55,0,180,177,46,8,0,0,348,0,0
