Dataset,MajorityClass,Grassland,Forest,Wetland,Cropland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23MLQ_M_R,Shrubland,95,73,29,10,11,13,6,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLQ_M_R,Non_Wetland,1,3,8,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLQ_M_R,Grassland,0,383,152,152,95,79,24,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLQ_M_R,Bareland,184,77,19,48,0,18,20,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLQ_M_R,Built-up,147,130,2,23,27,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLQ_M_R,Forest,566,0,218,93,51,62,55,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLQ_M_R,Cropland,385,240,27,0,60,58,4,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLQ_M_R,Wetland,111,108,0,4,11,2,25,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLQ_M_R,Water,375,498,260,2,113,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLQ_M_R,Non_Water,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MLQ_M_R,Lichens_and_Mosses,1,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLQ_M_R,Non_Wetland,4,5,1,0,0,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLQ_M_R,Shrubland,43,36,1,0,13,6,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLQ_M_R,Grassland,0,302,22,0,105,44,30,180,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLQ_M_R,Cropland,403,225,5,0,106,60,53,56,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLQ_M_R,Wetland,173,118,0,0,8,1,65,81,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLQ_M_R,Bareland,147,66,0,0,0,16,28,14,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLQ_M_R,Built-up,99,43,0,0,93,0,1,26,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLQ_M_R,Water,561,265,17,0,13,5,0,91,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLQ_M_R,Forest,723,0,51,0,142,92,106,342,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLQ_M_R,Non_Water,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLQ_M_R,Lichens_and_Mosses,1,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLQ_M_R,Grassland,0,121,148,209,390,51,60,164,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLQ_M_R,Non_Wetland,3,1,5,0,1,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLQ_M_R,Forest,572,0,291,131,603,68,160,255,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLQ_M_R,Non_Water,0,0,0,0,1,0,0,0,0,0,0,0
