,0
Water,28198
Forest,26832
Wetland,19625
Grassland,18131
Shrubland,14755
Cropland,10977
Bareland,8798
Non_Wetland,6129
Built-up,4126
Non_Water,1765
Permanent_ice_and_snow,19
