Dataset,MajorityClass,Grassland,Cropland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_17MRM_M_R,Shrubland,3,2,3,1,3,3,2,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MRM_M_R,Grassland,0,23,11,1,15,16,11,22,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MRM_M_R,Cropland,45,0,6,0,27,27,9,36,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MRM_M_R,Wetland,23,6,0,0,4,2,15,13,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MRM_M_R,Bareland,77,44,4,0,0,40,53,59,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MRM_M_R,Built-up,14,12,1,0,13,0,9,12,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MRM_M_R,Water,95,37,29,2,82,22,0,80,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MRM_M_R,Forest,63,39,19,1,39,33,27,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MRM_M_R,Permanent_ice_and_snow,14,1,0,0,10,5,9,10,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRM_M_R,Shrubland,0,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRM_M_R,Grassland,0,0,0,0,0,0,1,0,23,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRM_M_R,Cropland,0,0,0,0,0,0,0,0,9,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRM_M_R,Bareland,0,0,20,0,0,0,11,0,10,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRM_M_R,Forest,0,0,5,0,0,0,8,0,34,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRM_M_R,Wetland,0,0,0,0,0,0,4,0,57,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRM_M_R,Water,0,0,36,0,0,0,0,0,35,0,0,0
