Dataset,MajorityClass,Grassland,Cropland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRM_M_R,Built-up,0,0,0,0,0,0,0,0,4,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRM_M_R,Shrubland,0,0,0,0,0,0,5,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRM_M_R,Grassland,0,0,0,0,0,0,22,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRM_M_R,Cropland,0,0,0,0,0,0,12,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRM_M_R,Wetland,0,0,0,0,0,0,15,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRM_M_R,Bareland,0,0,0,0,0,0,98,0,0,39,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRM_M_R,Water,0,0,0,0,0,0,0,0,0,75,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRM_M_R,Forest,0,0,0,0,0,0,53,0,0,10,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRM_M_R,Built-up,0,0,0,0,0,0,9,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRM_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRM_M_R,Water,58,62,36,0,76,26,0,50,0,0,131,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRM_M_R,Cropland,35,0,0,0,36,23,0,28,0,0,54,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRM_M_R,Wetland,5,2,0,0,6,0,4,14,0,0,30,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRM_M_R,Bareland,63,61,20,0,0,48,11,39,0,0,90,1
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRM_M_R,Built-up,12,11,0,0,16,0,0,7,0,0,21,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRM_M_R,Forest,48,51,5,0,49,20,8,0,0,0,89,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRM_M_R,Grassland,0,21,0,0,16,11,1,25,0,0,39,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRM_M_R,Permanent_ice_and_snow,10,4,0,0,9,3,0,5,0,0,25,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRM_M_R,Grassland,0,24,10,0,24,28,18,16,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRM_M_R,Bareland,0,28,6,0,0,44,62,26,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRM_M_R,Built-up,0,4,3,0,5,0,2,4,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRM_M_R,Water,0,7,25,0,58,39,0,32,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRM_M_R,Forest,0,31,12,0,29,36,44,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRM_M_R,Cropland,0,0,3,0,25,31,14,23,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRM_M_R,Wetland,0,1,0,0,2,2,6,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRM_M_R,Permanent_ice_and_snow,0,1,0,0,10,9,7,2,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRM_M_R,Water,15,3,6,0,63,0,0,47,0,0,0,17
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRM_M_R,Cropland,14,0,0,0,15,0,2,11,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRM_M_R,Wetland,3,0,0,0,8,0,7,10,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRM_M_R,Bareland,4,15,0,0,0,0,24,17,0,0,0,16
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRM_M_R,Built-up,10,12,0,0,15,0,8,11,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRM_M_R,Forest,12,12,5,0,12,0,14,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRM_M_R,Grassland,0,7,2,0,8,0,5,8,0,0,0,5
