Dataset,MajorityClass,Forest,Cropland,Built-up,Wetland,Bareland,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20LLQ_M_R,Grassland,667,64,90,131,101,156,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LLQ_M_R,Non_Wetland,10,0,0,2,0,0,14,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LLQ_M_R,Forest,0,9,89,100,56,344,1314,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LLQ_M_R,Shrubland,26,1,5,3,10,0,49,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LLQ_M_R,Cropland,272,0,87,8,54,7,459,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LLQ_M_R,Wetland,1129,0,6,0,31,522,1582,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LLQ_M_R,Bareland,166,12,98,17,0,72,458,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LLQ_M_R,Built-up,96,2,0,1,32,4,175,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LLQ_M_R,Water,1269,0,52,334,293,0,1982,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LLQ_M_R,Non_Water,2,0,0,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LLQ_M_R,Lichens_and_Mosses,2,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LLQ_M_R,Permanent_ice_and_snow,2,0,0,0,0,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLQ_M_R,Non_Wetland,4,0,0,13,3,1,4,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLQ_M_R,Shrubland,17,0,4,11,9,7,15,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLQ_M_R,Grassland,640,0,47,477,221,400,0,64,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLQ_M_R,Cropland,174,0,16,57,120,52,365,37,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLQ_M_R,Wetland,806,0,0,0,18,691,583,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLQ_M_R,Bareland,153,0,18,72,0,168,245,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLQ_M_R,Built-up,29,0,0,13,117,25,79,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLQ_M_R,Water,1104,0,21,815,132,0,969,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLQ_M_R,Forest,0,0,46,751,336,594,957,86,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLQ_M_R,Non_Water,1,0,0,0,1,2,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLQ_M_R,Lichens_and_Mosses,0,0,0,0,1,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLQ_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLQ_M_R,Grassland,68,129,80,504,825,317,0,40,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLQ_M_R,Non_Wetland,1,0,0,15,5,3,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLQ_M_R,Wetland,58,16,0,0,648,588,884,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLQ_M_R,Bareland,0,29,9,51,0,35,82,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLQ_M_R,Forest,0,53,84,837,1123,613,1130,38,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLQ_M_R,Non_Water,0,0,0,0,2,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLQ_M_R,Water,175,35,2,916,1239,0,965,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLQ_M_R,Shrubland,0,12,6,19,26,5,24,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLQ_M_R,Built-up,2,14,0,11,210,2,76,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLQ_M_R,Cropland,11,0,75,94,317,26,245,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLQ_M_R,Lichens_and_Mosses,0,0,0,0,1,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLQ_M_R,Permanent_ice_and_snow,0,0,0,1,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLQ_M_R,Grassland,0,0,0,139,0,108,0,0,1807,0,0,0
