Dataset,MajorityClass,Grassland,Cropland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Permanent_ice_and_snow,Forest,Non_Wetland,Non_Water,Shrubland
AMAZON_EXTENSION_2024_WorldCover_2021_17NRA_M_R,Shrubland,3,2,1,1,3,1,2,1,3,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17NRA_M_R,Grassland,0,23,3,1,24,20,8,2,29,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17NRA_M_R,Cropland,66,0,2,0,29,28,15,0,54,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17NRA_M_R,Wetland,31,0,0,0,10,0,16,0,18,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17NRA_M_R,Bareland,91,30,0,0,0,22,67,18,75,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17NRA_M_R,Built-up,24,18,0,0,17,0,13,0,22,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17NRA_M_R,Water,187,38,1,0,140,24,0,15,165,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17NRA_M_R,Permanent_ice_and_snow,25,9,0,0,18,8,6,0,19,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17NRA_M_R,Forest,104,33,4,3,78,34,61,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17NRA_M_R,Shrubland,0,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17NRA_M_R,Grassland,0,0,4,0,0,0,8,0,0,15,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17NRA_M_R,Forest,0,0,26,0,0,0,23,0,0,21,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17NRA_M_R,Cropland,0,0,5,0,0,0,7,0,0,7,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17NRA_M_R,Wetland,0,0,0,0,0,0,0,0,0,18,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17NRA_M_R,Bareland,0,0,20,0,0,0,20,0,0,1,0,0
