Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Non_Wetland,Shrubland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMG_M_R,Bareland,0,0,0,0,0,0,71,16,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMG_M_R,Cropland,0,0,0,0,0,5,55,124,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMG_M_R,Built-up,0,0,0,0,0,5,41,55,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMG_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMG_M_R,Shrubland,78,0,60,46,39,74,47,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMG_M_R,Non_Wetland,0,0,0,1,4,16,3,0,3,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMG_M_R,Grassland,0,0,55,74,84,45,22,0,331,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMG_M_R,Cropland,542,0,372,288,204,36,82,0,821,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMG_M_R,Wetland,9,0,0,1,27,0,84,0,70,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMG_M_R,Bareland,111,0,0,132,35,11,70,0,290,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMG_M_R,Built-up,160,0,157,0,19,19,44,0,343,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMG_M_R,Water,70,0,80,58,146,229,0,0,645,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMG_M_R,Forest,339,0,216,171,0,461,209,0,1079,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMG_M_R,Non_Water,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMG_M_R,Permanent_ice_and_snow,1,0,0,0,0,1,0,0,3,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMG_M_R,Grassland,0,72,91,27,5,58,23,0,227,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMG_M_R,Non_Wetland,2,0,7,0,2,10,0,0,8,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMG_M_R,Wetland,5,0,77,0,7,0,12,0,45,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMG_M_R,Bareland,92,190,0,52,0,3,2,0,103,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMG_M_R,Water,46,54,486,18,111,308,0,0,397,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMG_M_R,Forest,382,94,475,55,0,374,216,0,888,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMG_M_R,Built-up,201,100,220,0,10,35,15,0,275,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMG_M_R,Shrubland,99,46,113,33,15,69,25,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMG_M_R,Cropland,472,0,420,191,35,71,30,0,474,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMG_M_R,Lichens_and_Mosses,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMG_M_R,Permanent_ice_and_snow,1,0,2,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMG_M_R,Water,0,0,0,0,0,0,0,0,0,338,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMG_M_R,Wetland,0,0,0,0,0,0,53,0,0,25,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMG_M_R,Shrubland,0,0,0,0,0,0,53,0,0,19,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMG_M_R,Grassland,0,0,0,0,0,0,19,0,0,9,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMG_M_R,Cropland,0,0,0,0,0,0,44,0,0,12,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMG_M_R,Forest,0,0,0,0,0,0,123,0,0,168,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMG_M_R,Built-up,0,0,0,0,0,0,19,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMG_M_R,Bareland,0,0,0,0,0,0,21,0,0,5,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMG_M_R,Grassland,0,311,16,141,229,2,11,0,367,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMG_M_R,Wetland,2,5,4,8,114,0,30,0,133,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMG_M_R,Bareland,3,317,0,236,166,0,71,0,377,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMG_M_R,Built-up,28,248,40,0,138,5,41,0,283,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMG_M_R,Forest,112,458,70,241,0,120,116,0,662,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMG_M_R,Cropland,84,0,53,296,328,5,55,0,585,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMG_M_R,Water,14,248,61,125,307,133,0,0,495,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMG_M_R,Shrubland,17,57,7,46,52,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMG_M_R,Permanent_ice_and_snow,0,1,0,1,1,0,0,0,5,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMG_M_R,Grassland,0,513,6,188,139,1,18,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMG_M_R,Bareland,0,361,0,307,91,1,90,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMG_M_R,Built-up,0,113,14,0,42,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMG_M_R,Forest,0,568,1,421,0,75,372,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMG_M_R,Shrubland,0,290,0,201,160,9,94,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMG_M_R,Wetland,0,50,0,13,25,0,44,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMG_M_R,Water,0,331,6,223,45,53,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMG_M_R,Cropland,0,0,5,315,135,0,45,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMG_M_R,Permanent_ice_and_snow,0,1,0,4,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMG_M_R,Wetland,27,8,8,0,89,0,28,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMG_M_R,Bareland,3,58,0,0,39,0,22,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMG_M_R,Forest,114,102,71,0,0,7,47,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMG_M_R,Shrubland,117,168,137,0,254,22,86,0,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMG_M_R,Cropland,148,0,280,0,209,0,52,0,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMG_M_R,Built-up,40,207,209,0,218,1,17,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMG_M_R,Water,41,62,45,0,291,72,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMG_M_R,Grassland,0,112,103,0,144,8,15,0,0,0,0,5
