,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LRD_M_R,13328
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRD_M_R,12945
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRD_M_R,12655
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRD_M_R,11795
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRD_M_R,11668
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRD_M_R,8657
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRD_M_R,3468
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRD_M_R,2719
