Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_24MVB_M_R,Shrubland,338,68,48,75,69,89,10,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MVB_M_R,Grassland,0,120,36,57,115,115,15,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MVB_M_R,Non_Wetland,2,0,0,0,0,28,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MVB_M_R,Bareland,938,90,0,123,185,202,122,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MVB_M_R,Built-up,499,132,159,0,196,19,17,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MVB_M_R,Water,2055,385,742,102,441,1032,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MVB_M_R,Forest,1796,420,202,340,0,563,154,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MVB_M_R,Non_Water,5,0,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MVB_M_R,Cropland,652,0,104,150,218,162,20,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MVB_M_R,Wetland,1708,432,257,62,505,0,336,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MVB_M_R,Permanent_ice_and_snow,27,1,3,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVB_M_R,Non_Wetland,1,0,7,0,5,2,3,4,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVB_M_R,Shrubland,37,0,88,18,30,0,21,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVB_M_R,Grassland,0,0,311,99,122,0,133,357,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVB_M_R,Wetland,191,0,1335,98,520,0,1320,982,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVB_M_R,Bareland,68,0,0,303,54,12,393,117,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVB_M_R,Built-up,93,0,267,0,91,4,72,173,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVB_M_R,Water,302,0,911,251,309,54,0,841,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVB_M_R,Forest,387,0,1062,453,0,83,479,1230,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVB_M_R,Non_Water,0,0,3,0,0,0,3,1,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVB_M_R,Cropland,308,0,526,199,174,7,131,348,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVB_M_R,Permanent_ice_and_snow,3,0,7,2,3,0,0,3,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVB_M_R,Non_Wetland,8,0,2,0,5,0,4,7,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVB_M_R,Grassland,0,9,121,37,356,0,60,410,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVB_M_R,Bareland,341,0,0,74,263,2,163,316,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVB_M_R,Built-up,169,0,317,0,203,1,31,199,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVB_M_R,Forest,554,5,531,222,0,128,119,1111,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVB_M_R,Non_Water,2,0,1,0,1,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVB_M_R,Water,736,0,691,35,1166,75,0,1242,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVB_M_R,Shrubland,53,1,36,11,54,0,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVB_M_R,Cropland,424,0,275,114,449,1,59,509,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVB_M_R,Wetland,922,0,507,17,1398,0,501,1303,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVB_M_R,Permanent_ice_and_snow,1,0,20,0,13,0,0,6,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVB_M_R,Shrubland,0,0,0,0,0,0,0,0,254,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVB_M_R,Grassland,0,0,0,0,0,123,4,0,524,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVB_M_R,Wetland,0,0,0,0,0,0,58,0,2040,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVB_M_R,Water,0,0,0,0,0,1068,0,0,1466,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVB_M_R,Forest,0,0,0,0,0,637,60,0,1543,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVB_M_R,Cropland,0,0,0,0,0,83,0,0,367,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVB_M_R,Bareland,0,0,0,0,0,260,22,0,523,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVB_M_R,Built-up,0,0,0,0,0,85,0,0,81,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVB_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVB_M_R,Bareland,0,0,0,0,0,0,452,0,0,287,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVB_M_R,Grassland,0,0,0,0,0,0,146,0,0,128,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVB_M_R,Water,0,0,0,0,0,0,0,0,0,1198,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVB_M_R,Forest,0,0,0,0,0,0,443,0,0,294,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVB_M_R,Shrubland,0,0,0,0,0,0,45,0,0,37,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVB_M_R,Cropland,0,0,0,0,0,0,70,0,0,55,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVB_M_R,Built-up,0,0,0,0,0,0,53,0,0,31,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVB_M_R,Wetland,0,0,0,0,0,0,1020,0,0,703,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVB_M_R,Grassland,0,682,111,68,490,123,4,220,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVB_M_R,Bareland,35,943,0,352,278,282,35,135,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVB_M_R,Built-up,55,419,61,0,214,87,1,155,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVB_M_R,Forest,231,1280,331,234,0,650,60,438,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVB_M_R,Water,83,1265,534,271,1003,1095,0,497,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVB_M_R,Shrubland,7,88,27,13,88,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVB_M_R,Cropland,31,0,14,42,273,83,0,107,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVB_M_R,Wetland,22,688,144,38,473,0,58,217,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVB_M_R,Permanent_ice_and_snow,2,36,0,1,11,0,0,3,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVB_M_R,Grassland,0,331,6,202,104,187,196,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVB_M_R,Bareland,0,204,0,273,132,193,277,0,0,0,2
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVB_M_R,Forest,0,652,21,726,0,742,567,0,0,0,1
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVB_M_R,Shrubland,0,76,0,69,21,69,66,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVB_M_R,Water,0,182,198,200,70,760,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVB_M_R,Built-up,0,72,21,0,30,28,13,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVB_M_R,Wetland,0,462,35,255,321,0,711,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVB_M_R,Cropland,0,0,4,152,49,56,38,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVB_M_R,Permanent_ice_and_snow,0,0,0,10,2,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVB_M_R,Forest,267,184,171,0,0,353,313,0,0,0,29
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVB_M_R,Shrubland,67,41,24,0,179,104,106,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVB_M_R,Bareland,17,34,0,0,160,197,292,0,0,0,32
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVB_M_R,Built-up,28,98,120,0,308,29,58,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVB_M_R,Water,120,28,222,0,375,613,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVB_M_R,Cropland,107,0,82,0,192,142,84,0,0,0,9
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVB_M_R,Wetland,263,100,176,0,862,0,645,0,0,0,1
