Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Shrubland,Non_Wetland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_18MUS_M_R,Shrubland,3,1,3,1,2,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MUS_M_R,Grassland,0,8,6,5,2,13,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MUS_M_R,Cropland,45,0,28,16,21,53,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MUS_M_R,Wetland,18,3,13,0,25,28,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MUS_M_R,Bareland,74,19,0,2,54,67,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MUS_M_R,Built-up,16,6,13,0,6,16,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MUS_M_R,Water,111,36,97,4,0,132,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MUS_M_R,Forest,95,43,70,32,55,0,2,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MUS_M_R,Permanent_ice_and_snow,17,1,7,2,2,15,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUS_M_R,Shrubland,0,0,0,0,3,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUS_M_R,Grassland,0,0,0,0,5,0,0,5,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUS_M_R,Cropland,0,0,0,0,21,0,0,27,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUS_M_R,Wetland,0,0,0,0,26,0,0,26,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUS_M_R,Bareland,0,0,0,0,97,0,0,59,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUS_M_R,Built-up,0,0,0,0,11,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUS_M_R,Water,0,0,0,0,0,0,0,167,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUS_M_R,Forest,0,0,0,0,107,0,0,64,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUS_M_R,Permanent_ice_and_snow,0,0,0,0,3,0,0,8,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUS_M_R,Water,20,89,68,26,0,84,57,0,86,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUS_M_R,Cropland,23,0,11,8,3,41,4,0,40,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUS_M_R,Bareland,19,61,0,29,13,52,23,0,52,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUS_M_R,Built-up,8,12,7,0,0,15,0,0,14,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUS_M_R,Forest,35,77,54,31,17,0,32,0,82,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUS_M_R,Grassland,0,12,3,3,0,14,1,0,13,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUS_M_R,Wetland,0,2,1,0,0,4,0,0,4,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUS_M_R,Permanent_ice_and_snow,2,14,5,2,0,11,0,0,10,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUS_M_R,Grassland,0,15,4,12,6,15,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUS_M_R,Bareland,0,8,0,23,49,24,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUS_M_R,Built-up,0,1,1,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUS_M_R,Forest,0,43,38,54,60,0,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUS_M_R,Water,0,23,87,47,0,33,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUS_M_R,Wetland,0,6,13,5,18,7,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUS_M_R,Cropland,0,0,5,22,22,17,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUS_M_R,Permanent_ice_and_snow,0,4,1,4,13,3,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUS_M_R,Bareland,0,0,0,0,13,0,23,0,0,5,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUS_M_R,Water,0,0,0,0,0,0,57,0,0,6,0
