Dataset,MajorityClass,Grassland,Cropland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland
AMAZON_EXTENSION_2024_WorldCover_2021_18LZL_M_R,Shrubland,3,3,3,1,3,3,2,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LZL_M_R,Grassland,0,27,19,1,20,12,18,27,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LZL_M_R,Cropland,74,0,51,0,44,39,34,60,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LZL_M_R,Wetland,51,12,0,0,31,8,55,32,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LZL_M_R,Lichens_and_Mosses,2,1,0,0,1,1,0,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LZL_M_R,Bareland,92,38,14,0,0,32,56,63,6,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LZL_M_R,Built-up,26,24,9,0,18,0,13,20,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LZL_M_R,Water,158,60,60,0,129,39,0,131,30,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LZL_M_R,Forest,102,47,39,0,76,34,50,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LZL_M_R,Permanent_ice_and_snow,16,0,0,0,15,1,6,5,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LZL_M_R,Shrubland,0,0,0,0,0,0,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LZL_M_R,Grassland,0,0,6,0,0,0,1,0,0,34,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LZL_M_R,Built-up,0,0,2,0,0,0,1,0,0,10,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LZL_M_R,Forest,0,0,37,0,0,0,16,0,0,51,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LZL_M_R,Cropland,0,0,32,0,0,0,7,0,0,58,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LZL_M_R,Wetland,0,0,0,0,0,0,1,0,0,58,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LZL_M_R,Water,0,0,77,0,0,0,0,0,0,66,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LZL_M_R,Bareland,0,0,29,0,0,0,8,0,0,26,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LZL_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,4,0,0,4,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZL_M_R,Shrubland,0,0,0,0,0,0,6,0,0,0,1,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZL_M_R,Grassland,0,0,0,0,0,0,29,0,0,0,11,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZL_M_R,Cropland,0,0,0,0,0,0,80,0,0,0,26,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZL_M_R,Wetland,0,0,0,0,0,0,63,0,0,0,41,0
