,0
Water,5674
Wetland,5025
Forest,4179
Grassland,1444
Non_Wetland,1006
Bareland,781
Built-up,779
Non_Water,372
Shrubland,245
Cropland,42
Lichens_and_Mosses,7
Permanent_ice_and_snow,3
