Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_24LUN_M_R,Shrubland,348,134,51,80,42,195,168,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUN_M_R,Non_Wetland,0,0,0,0,0,0,21,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUN_M_R,Grassland,0,367,69,121,62,273,202,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUN_M_R,Bareland,217,85,0,53,40,39,21,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUN_M_R,Built-up,298,173,97,0,13,206,56,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUN_M_R,Water,966,206,187,28,0,408,594,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUN_M_R,Forest,894,315,63,123,98,0,416,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUN_M_R,Cropland,412,0,122,110,28,284,85,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUN_M_R,Non_Water,3,0,0,0,2,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUN_M_R,Wetland,292,125,19,3,102,82,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUN_M_R,Lichens_and_Mosses,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUN_M_R,Permanent_ice_and_snow,18,0,3,3,1,4,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUN_M_R,Non_Wetland,4,0,2,0,2,1,0,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUN_M_R,Shrubland,99,0,56,30,41,32,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUN_M_R,Grassland,0,0,77,124,95,212,0,620,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUN_M_R,Bareland,154,0,0,61,68,12,0,97,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUN_M_R,Built-up,199,0,57,0,36,51,0,237,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUN_M_R,Water,379,0,30,131,0,161,0,710,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUN_M_R,Forest,676,0,215,227,221,0,0,1409,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUN_M_R,Non_Water,1,0,0,0,1,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUN_M_R,Cropland,590,0,154,257,44,110,0,519,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUN_M_R,Wetland,174,0,8,32,245,171,0,667,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUN_M_R,Lichens_and_Mosses,2,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUN_M_R,Permanent_ice_and_snow,17,0,2,0,3,3,0,19,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUN_M_R,Non_Wetland,3,0,5,0,1,3,0,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUN_M_R,Grassland,0,2,265,79,75,160,0,450,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUN_M_R,Bareland,81,10,0,18,2,5,0,61,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUN_M_R,Built-up,249,3,264,0,19,29,0,182,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUN_M_R,Water,500,0,411,51,0,211,0,641,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUN_M_R,Forest,701,6,458,125,199,0,0,1196,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUN_M_R,Non_Water,0,0,2,0,5,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUN_M_R,Shrubland,134,3,91,22,22,43,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUN_M_R,Cropland,603,0,398,143,14,150,0,417,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUN_M_R,Wetland,306,0,95,2,194,117,0,407,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUN_M_R,Lichens_and_Mosses,3,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUN_M_R,Permanent_ice_and_snow,4,0,18,1,0,0,0,9,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUN_M_R,Shrubland,0,0,0,0,0,0,0,0,345,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUN_M_R,Grassland,0,0,0,0,43,0,80,0,430,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUN_M_R,Bareland,0,0,0,0,9,0,9,0,31,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUN_M_R,Water,0,0,0,0,0,0,362,0,510,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUN_M_R,Built-up,0,0,0,0,2,0,0,0,78,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUN_M_R,Cropland,0,0,0,0,5,0,5,0,155,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUN_M_R,Forest,0,0,0,0,74,0,170,0,614,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUN_M_R,Wetland,0,0,0,0,16,0,0,0,935,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUN_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,4,0,0,0
