Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21NTJ_M_R,Shrubland,3,1,3,3,1,2,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTJ_M_R,Grassland,0,3,22,1,1,9,9,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTJ_M_R,Cropland,30,0,18,17,1,11,20,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTJ_M_R,Wetland,75,13,0,45,0,77,52,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTJ_M_R,Built-up,14,0,7,10,0,5,9,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTJ_M_R,Water,87,11,115,65,7,0,73,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTJ_M_R,Forest,68,8,58,37,9,33,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTJ_M_R,Bareland,17,0,15,0,0,18,13,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTJ_M_R,Permanent_ice_and_snow,8,0,8,1,0,1,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTJ_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTJ_M_R,Grassland,0,0,10,0,0,1,0,27,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTJ_M_R,Cropland,0,0,5,0,0,0,0,26,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTJ_M_R,Forest,0,0,35,0,0,17,0,89,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTJ_M_R,Wetland,0,0,0,0,0,16,0,86,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTJ_M_R,Bareland,0,0,9,0,0,3,0,25,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTJ_M_R,Built-up,0,0,0,0,0,0,0,7,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTJ_M_R,Water,0,0,55,0,0,0,0,67,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTJ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,8,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTJ_M_R,Shrubland,0,0,0,0,0,4,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTJ_M_R,Grassland,0,0,0,0,0,10,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTJ_M_R,Cropland,0,0,0,0,0,11,0,0,4,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTJ_M_R,Wetland,0,0,0,0,0,86,0,0,49,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTJ_M_R,Built-up,0,0,0,0,0,2,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTJ_M_R,Water,0,0,0,0,0,0,0,0,115,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTJ_M_R,Forest,0,0,0,0,0,48,0,0,29,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTJ_M_R,Bareland,0,0,0,0,0,20,0,0,7,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTJ_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTJ_M_R,Water,26,54,63,8,7,0,72,0,0,95,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTJ_M_R,Cropland,4,0,5,0,1,0,16,0,0,31,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTJ_M_R,Wetland,2,18,0,0,2,16,24,0,0,34,0
