Dataset,MajorityClass,Forest,Wetland,Built-up,Bareland,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Cropland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21MTR_M_R,Grassland,333,23,6,13,7,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MTR_M_R,Non_Wetland,10,0,0,0,0,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MTR_M_R,Water,866,415,2,48,0,972,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MTR_M_R,Wetland,882,0,5,12,164,1184,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MTR_M_R,Bareland,56,3,4,0,0,131,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MTR_M_R,Forest,0,44,24,13,62,572,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MTR_M_R,Shrubland,22,2,1,1,1,20,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MTR_M_R,Built-up,134,3,0,17,13,164,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MTR_M_R,Cropland,30,0,0,1,0,27,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MTR_M_R,Permanent_ice_and_snow,1,0,0,0,2,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTR_M_R,Non_Wetland,1,7,0,2,4,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTR_M_R,Grassland,55,289,25,203,168,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTR_M_R,Bareland,3,29,23,0,42,50,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTR_M_R,Water,149,651,34,175,0,462,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTR_M_R,Forest,0,680,58,234,421,550,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTR_M_R,Shrubland,6,10,3,7,7,9,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTR_M_R,Wetland,88,0,9,167,620,486,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTR_M_R,Cropland,2,21,6,4,3,22,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTR_M_R,Built-up,8,49,0,69,45,58,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTR_M_R,Permanent_ice_and_snow,0,0,0,1,2,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTR_M_R,Grassland,0,127,0,0,29,0,0,809,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTR_M_R,Wetland,0,0,0,0,106,0,0,926,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTR_M_R,Forest,0,292,0,0,109,0,0,1332,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTR_M_R,Water,0,496,0,0,0,0,0,945,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTR_M_R,Shrubland,0,0,0,0,0,0,0,27,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTR_M_R,Cropland,0,1,0,0,0,0,0,28,0,0,0,0
