Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_24MWV_M_R,Shrubland,485,195,84,92,97,94,105,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MWV_M_R,Non_Wetland,0,0,0,0,0,0,17,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MWV_M_R,Grassland,0,344,89,59,146,114,116,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MWV_M_R,Bareland,497,118,0,102,86,57,26,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MWV_M_R,Built-up,428,191,155,0,61,151,27,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MWV_M_R,Water,2308,975,790,116,0,322,713,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MWV_M_R,Forest,1594,520,105,113,273,0,370,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MWV_M_R,Cropland,922,0,248,177,223,240,148,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MWV_M_R,Non_Water,5,2,2,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MWV_M_R,Wetland,1564,788,249,27,627,244,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MWV_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MWV_M_R,Permanent_ice_and_snow,38,4,26,1,6,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWV_M_R,Non_Wetland,4,0,1,1,0,0,0,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWV_M_R,Shrubland,97,0,56,25,59,26,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWV_M_R,Grassland,0,0,208,84,223,130,0,592,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWV_M_R,Cropland,752,0,360,314,186,116,0,624,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWV_M_R,Bareland,214,0,0,59,206,37,0,151,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWV_M_R,Built-up,179,0,142,0,102,47,0,183,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWV_M_R,Water,719,0,371,218,0,272,0,1386,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWV_M_R,Forest,505,0,427,243,347,0,0,1524,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWV_M_R,Non_Water,1,0,0,0,7,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWV_M_R,Wetland,469,0,327,45,912,419,0,1375,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWV_M_R,Permanent_ice_and_snow,9,0,2,0,14,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWV_M_R,Non_Wetland,5,2,0,0,1,1,0,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWV_M_R,Grassland,0,173,151,37,140,172,0,592,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWV_M_R,Bareland,199,66,0,42,80,27,0,120,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWV_M_R,Built-up,238,108,271,0,38,32,0,162,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWV_M_R,Water,1036,471,588,109,0,540,0,1566,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWV_M_R,Forest,521,350,457,70,213,0,0,1407,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWV_M_R,Non_Water,3,0,2,0,5,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWV_M_R,Shrubland,117,27,62,12,37,26,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWV_M_R,Cropland,826,0,423,161,108,158,0,658,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWV_M_R,Wetland,648,323,250,19,601,487,0,1377,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWV_M_R,Permanent_ice_and_snow,2,6,10,1,14,1,0,19,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MWV_M_R,Shrubland,0,0,0,0,0,0,0,0,482,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MWV_M_R,Grassland,0,0,0,0,15,0,199,0,734,0,0,0
