Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23MMM_M_R,Shrubland,306,67,98,69,164,34,24,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MMM_M_R,Grassland,0,112,33,26,206,10,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MMM_M_R,Bareland,244,40,0,43,50,1,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MMM_M_R,Water,330,24,63,2,317,145,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MMM_M_R,Forest,502,118,37,24,0,47,75,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MMM_M_R,Non_Wetland,2,0,0,0,3,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MMM_M_R,Cropland,514,0,145,117,278,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MMM_M_R,Wetland,102,0,3,0,85,0,24,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MMM_M_R,Built-up,184,43,56,0,98,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MMM_M_R,Non_Water,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MMM_M_R,Permanent_ice_and_snow,5,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMM_M_R,Shrubland,72,0,36,15,33,14,36,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMM_M_R,Non_Wetland,0,0,0,0,0,3,0,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMM_M_R,Grassland,0,0,30,22,97,7,36,334,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMM_M_R,Cropland,367,0,136,72,166,0,11,551,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMM_M_R,Wetland,19,0,0,0,2,0,147,191,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMM_M_R,Bareland,70,0,0,26,12,0,24,163,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMM_M_R,Built-up,107,0,87,0,4,0,3,169,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMM_M_R,Water,65,0,4,2,95,39,0,400,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMM_M_R,Forest,305,0,50,47,0,113,162,879,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMM_M_R,Non_Water,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMM_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMM_M_R,Grassland,0,149,113,23,41,14,13,245,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMM_M_R,Non_Wetland,0,0,0,0,0,4,1,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMM_M_R,Forest,336,198,244,27,0,186,91,676,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMM_M_R,Non_Water,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMM_M_R,Water,49,11,61,0,168,156,0,371,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMM_M_R,Shrubland,74,42,70,16,19,23,24,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMM_M_R,Bareland,31,72,0,2,1,1,9,49,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMM_M_R,Cropland,255,0,264,29,31,2,6,308,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMM_M_R,Built-up,90,36,142,0,3,0,0,131,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMM_M_R,Wetland,23,0,0,0,16,0,56,122,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMM_M_R,Permanent_ice_and_snow,0,2,4,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMM_M_R,Wetland,0,0,0,0,0,0,24,0,213,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMM_M_R,Forest,0,0,0,0,0,127,90,0,292,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMM_M_R,Shrubland,0,0,0,0,0,0,0,0,120,0,0,0
