Dataset,MajorityClass,Wetland,Grassland,Water,Bareland,Forest,Built-up,Non_Wetland,Non_Water,Shrubland,Cropland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFT_M_R,Non_Wetland,7,1,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFT_M_R,Grassland,217,0,156,18,24,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFT_M_R,Shrubland,7,0,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFT_M_R,Cropland,4,2,6,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFT_M_R,Water,618,2,0,215,40,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFT_M_R,Wetland,0,3,442,26,4,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFT_M_R,Bareland,17,0,24,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFT_M_R,Built-up,55,6,13,21,7,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFT_M_R,Forest,655,80,415,158,0,15,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MFT_M_R,Non_Wetland,0,4,0,0,6,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MFT_M_R,Grassland,0,0,1,0,51,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MFT_M_R,Wetland,0,676,194,1,443,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MFT_M_R,Water,100,673,0,4,527,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MFT_M_R,Shrubland,0,5,0,0,4,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MFT_M_R,Cropland,0,9,0,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MFT_M_R,Bareland,0,47,45,0,108,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MFT_M_R,Built-up,0,57,1,3,56,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MFT_M_R,Forest,9,333,109,0,0,4,0,0,0,0,0,0
