Dataset,MajorityClass,Wetland,Grassland,Water,Bareland,Forest,Built-up,Non_Wetland,Non_Water,Shrubland,Cropland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFT_M_R,Grassland,22,0,11,0,0,0,316,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFT_M_R,Wetland,0,0,50,0,0,0,609,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFT_M_R,Forest,149,0,71,0,0,0,885,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFT_M_R,Water,352,0,0,0,0,0,630,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFT_M_R,Shrubland,0,0,0,0,0,0,9,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFT_M_R,Cropland,0,0,0,0,0,0,12,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFT_M_R,Bareland,46,0,19,0,0,0,31,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFT_M_R,Built-up,1,0,2,0,0,0,62,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFT_M_R,Non_Wetland,3,2,3,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFT_M_R,Forest,435,274,240,224,0,28,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFT_M_R,Water,554,121,0,307,36,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFT_M_R,Shrubland,2,1,2,3,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFT_M_R,Grassland,144,0,82,47,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFT_M_R,Cropland,9,0,1,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFT_M_R,Wetland,0,145,285,106,12,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFT_M_R,Bareland,10,2,15,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFT_M_R,Built-up,11,11,19,55,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFT_M_R,Water,0,0,0,0,0,0,0,384,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFT_M_R,Wetland,0,0,483,0,0,0,0,235,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFT_M_R,Grassland,0,0,95,0,0,0,0,42,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFT_M_R,Shrubland,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFT_M_R,Bareland,0,0,80,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFT_M_R,Forest,0,0,254,0,0,0,0,141,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFT_M_R,Built-up,0,0,6,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFT_M_R,Grassland,22,0,11,61,62,23,0,0,44,14,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFT_M_R,Wetland,0,68,50,172,100,39,0,0,96,25,9,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFT_M_R,Water,352,149,0,300,211,58,0,0,169,7,19,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFT_M_R,Bareland,46,13,19,0,37,2,0,0,16,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFT_M_R,Built-up,1,17,2,9,12,0,0,0,24,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFT_M_R,Forest,149,171,71,207,0,102,0,0,138,42,31,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFT_M_R,Cropland,0,0,0,2,1,1,0,0,1,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFT_M_R,Water,350,0,0,66,243,54,0,0,0,4,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFT_M_R,Grassland,86,0,13,1,92,46,0,0,0,2,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFT_M_R,Wetland,0,0,165,13,212,27,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFT_M_R,Forest,129,0,230,8,0,149,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFT_M_R,Bareland,4,0,47,0,38,13,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFT_M_R,Built-up,0,0,1,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFT_M_R,Wetland,0,250,181,14,476,0,0,0,0,52,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFT_M_R,Forest,1,33,28,7,0,0,0,0,0,7,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFT_M_R,Water,80,213,0,56,636,0,0,0,0,36,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFT_M_R,Bareland,3,1,17,0,10,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFT_M_R,Grassland,4,0,3,0,89,0,0,0,0,10,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFT_M_R,Built-up,0,0,0,0,19,0,0,0,0,0,0,0
