Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_24MTB_M_R,Shrubland,414,39,86,77,154,114,14,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MTB_M_R,Non_Wetland,8,1,0,0,0,22,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MTB_M_R,Grassland,0,129,44,65,218,80,7,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MTB_M_R,Bareland,1520,75,0,116,244,658,160,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MTB_M_R,Built-up,530,86,169,0,267,63,20,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MTB_M_R,Water,1964,124,937,81,509,1070,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MTB_M_R,Forest,1360,149,128,193,0,352,40,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MTB_M_R,Cropland,465,0,48,52,237,63,6,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MTB_M_R,Wetland,1603,106,348,38,377,0,302,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MTB_M_R,Non_Water,4,0,1,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MTB_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MTB_M_R,Permanent_ice_and_snow,36,0,6,1,6,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTB_M_R,Non_Wetland,5,0,5,0,1,5,6,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTB_M_R,Shrubland,82,0,94,39,41,6,62,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTB_M_R,Grassland,0,0,333,149,153,33,154,435,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTB_M_R,Cropland,374,0,133,161,86,7,88,277,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTB_M_R,Bareland,188,0,0,226,70,72,838,269,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTB_M_R,Built-up,145,0,194,0,80,7,109,161,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTB_M_R,Water,287,0,995,152,278,126,0,617,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTB_M_R,Forest,445,0,629,325,0,120,406,1085,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTB_M_R,Non_Water,0,0,0,0,0,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTB_M_R,Wetland,270,0,1162,144,433,0,1200,768,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTB_M_R,Permanent_ice_and_snow,6,0,10,0,0,2,2,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTB_M_R,Non_Wetland,6,0,4,0,1,4,0,9,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTB_M_R,Grassland,0,50,287,101,163,48,67,611,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTB_M_R,Bareland,702,5,0,58,60,20,339,725,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTB_M_R,Built-up,239,48,330,0,82,2,42,278,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTB_M_R,Forest,578,131,697,188,0,159,101,1424,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTB_M_R,Non_Water,0,0,1,0,0,0,1,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTB_M_R,Water,810,4,945,46,422,196,0,1398,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTB_M_R,Shrubland,95,6,77,15,19,7,10,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTB_M_R,Cropland,281,0,265,145,110,2,49,383,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTB_M_R,Wetland,975,3,797,15,561,0,435,1369,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTB_M_R,Lichens_and_Mosses,0,0,0,0,1,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTB_M_R,Permanent_ice_and_snow,2,0,20,0,6,0,1,12,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTB_M_R,Shrubland,0,0,0,0,0,0,0,0,319,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTB_M_R,Grassland,0,0,0,0,0,70,8,0,614,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTB_M_R,Wetland,0,0,0,0,0,0,66,0,1796,0,0,0
