Dataset,MajorityClass,Forest,Cropland,Bareland,Built-up,Water,Grassland,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYM_M_R,Water,0,0,0,0,0,0,270,0,181,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYM_M_R,Shrubland,0,0,0,0,0,0,0,0,21,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYM_M_R,Forest,0,0,0,0,99,0,227,0,534,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYM_M_R,Cropland,0,0,0,0,0,0,0,0,10,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYM_M_R,Built-up,0,0,0,0,0,0,0,0,4,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYM_M_R,Wetland,0,0,0,0,2,0,0,0,69,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYM_M_R,Grassland,0,0,0,0,39,0,0,0,0,18,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYM_M_R,Bareland,0,0,0,0,216,0,0,0,0,81,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYM_M_R,Shrubland,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYM_M_R,Forest,0,0,0,0,215,0,0,0,0,108,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYM_M_R,Wetland,0,0,0,0,54,0,0,0,0,34,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYM_M_R,Water,0,0,0,0,0,0,0,0,0,197,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYM_M_R,Cropland,0,0,0,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYM_M_R,Built-up,0,0,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYM_M_R,Grassland,147,173,64,63,12,0,43,192,0,0,52,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYM_M_R,Forest,0,146,160,29,99,191,227,255,0,0,9,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYM_M_R,Bareland,147,181,0,122,55,135,77,274,0,0,23,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYM_M_R,Water,192,56,136,7,0,53,270,154,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYM_M_R,Shrubland,2,4,3,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYM_M_R,Wetland,12,4,1,0,2,12,0,20,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYM_M_R,Cropland,46,0,0,41,0,37,0,67,0,0,41,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYM_M_R,Built-up,0,7,0,0,0,1,0,5,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYM_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYM_M_R,Grassland,131,349,0,47,101,0,63,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYM_M_R,Bareland,90,159,0,155,171,0,181,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYM_M_R,Forest,0,162,1,50,342,0,97,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYM_M_R,Shrubland,9,19,0,2,1,0,6,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYM_M_R,Water,64,23,2,20,0,0,58,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYM_M_R,Wetland,45,12,0,9,87,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYM_M_R,Built-up,1,7,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYM_M_R,Cropland,13,0,0,3,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYM_M_R,Permanent_ice_and_snow,1,0,0,1,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYM_M_R,Shrubland,27,3,3,0,1,10,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYM_M_R,Forest,0,49,58,0,61,45,19,0,0,0,0,9
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYM_M_R,Cropland,26,0,89,0,5,30,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYM_M_R,Bareland,169,16,0,0,137,24,38,0,0,0,0,45
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYM_M_R,Wetland,165,3,9,0,50,4,0,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYM_M_R,Water,356,6,20,0,0,2,11,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYM_M_R,Grassland,225,76,98,0,77,0,34,0,0,0,0,12
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYM_M_R,Built-up,7,3,3,0,1,0,1,0,0,0,0,0
