Dataset,MajorityClass,Forest,Cropland,Bareland,Built-up,Water,Grassland,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21MYM_M_R,Grassland,268,49,30,45,4,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MYM_M_R,Non_Wetland,6,0,0,0,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MYM_M_R,Shrubland,40,0,1,5,2,63,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MYM_M_R,Cropland,103,0,8,38,0,225,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MYM_M_R,Bareland,312,17,0,62,128,465,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MYM_M_R,Water,512,0,86,0,0,311,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MYM_M_R,Forest,0,10,41,39,124,404,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MYM_M_R,Wetland,166,0,22,1,68,143,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MYM_M_R,Lichens_and_Mosses,1,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MYM_M_R,Built-up,13,0,4,0,1,20,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MYM_M_R,Permanent_ice_and_snow,2,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYM_M_R,Non_Wetland,0,0,0,0,0,1,6,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYM_M_R,Shrubland,4,0,20,1,0,18,12,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYM_M_R,Grassland,78,0,228,5,18,0,62,127,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYM_M_R,Cropland,44,0,82,0,0,208,8,77,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYM_M_R,Bareland,17,0,0,7,3,127,43,30,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYM_M_R,Water,90,0,471,0,0,244,240,32,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYM_M_R,Forest,0,0,499,2,144,529,391,193,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYM_M_R,Wetland,9,0,105,0,21,56,0,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYM_M_R,Lichens_and_Mosses,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYM_M_R,Built-up,2,0,30,0,0,25,2,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYM_M_R,Permanent_ice_and_snow,0,0,2,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYM_M_R,Grassland,28,77,280,1,51,0,21,111,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYM_M_R,Non_Wetland,0,0,2,0,0,1,3,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYM_M_R,Forest,0,13,550,0,254,488,155,265,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYM_M_R,Bareland,5,15,0,0,7,76,1,12,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYM_M_R,Water,55,0,467,0,0,180,88,48,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYM_M_R,Shrubland,1,2,24,1,4,19,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYM_M_R,Cropland,3,0,152,0,6,147,2,14,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYM_M_R,Wetland,2,0,166,0,55,63,0,25,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYM_M_R,Lichens_and_Mosses,0,0,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYM_M_R,Built-up,0,0,51,0,0,20,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYM_M_R,Permanent_ice_and_snow,0,0,1,0,0,1,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYM_M_R,Grassland,0,0,0,0,12,0,43,0,172,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYM_M_R,Bareland,0,0,0,0,55,0,77,0,242,0,0,0
