Dataset,MajorityClass,Forest,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21KXR_M_R,Shrubland,32,45,10,2,1,2,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KXR_M_R,Grassland,278,0,135,52,31,38,57,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KXR_M_R,Non_Wetland,3,2,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KXR_M_R,Forest,0,750,244,66,69,92,171,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KXR_M_R,Cropland,596,756,0,82,163,142,150,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KXR_M_R,Wetland,107,117,2,0,0,0,57,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KXR_M_R,Bareland,54,102,20,1,0,18,14,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KXR_M_R,Non_Water,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KXR_M_R,Built-up,204,198,129,0,77,0,15,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KXR_M_R,Water,483,458,107,108,96,17,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXR_M_R,Non_Wetland,0,0,0,4,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXR_M_R,Grassland,144,0,0,170,20,38,98,49,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXR_M_R,Cropland,335,601,0,241,205,176,241,86,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXR_M_R,Bareland,15,46,0,1,0,12,73,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXR_M_R,Forest,0,504,0,558,132,65,382,227,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXR_M_R,Non_Water,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXR_M_R,Shrubland,5,23,0,9,1,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXR_M_R,Built-up,62,125,0,22,99,0,22,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXR_M_R,Wetland,6,55,0,0,6,0,161,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXR_M_R,Water,113,206,0,145,27,13,0,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXR_M_R,Grassland,71,0,46,127,128,27,37,27,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXR_M_R,Non_Wetland,0,3,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXR_M_R,Forest,0,780,152,565,436,37,224,150,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXR_M_R,Non_Water,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXR_M_R,Shrubland,3,21,4,11,13,2,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXR_M_R,Water,110,413,18,212,370,13,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXR_M_R,Cropland,163,620,0,194,516,155,103,49,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXR_M_R,Bareland,17,12,0,1,0,7,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXR_M_R,Wetland,13,169,1,0,25,0,76,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXR_M_R,Built-up,38,149,15,22,235,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXR_M_R,Grassland,0,0,0,68,0,0,61,0,327,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXR_M_R,Wetland,0,0,0,0,0,0,1,0,110,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXR_M_R,Shrubland,0,0,0,0,0,0,0,0,22,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXR_M_R,Cropland,0,0,0,87,0,0,130,0,486,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXR_M_R,Forest,0,0,0,158,0,0,158,0,1023,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXR_M_R,Water,0,0,0,234,0,0,0,0,236,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXR_M_R,Bareland,0,0,0,0,0,0,21,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXR_M_R,Built-up,0,0,0,2,0,0,47,0,43,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXR_M_R,Grassland,0,0,0,0,0,0,154,0,0,57,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXR_M_R,Shrubland,0,0,0,0,0,0,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXR_M_R,Cropland,0,0,0,0,0,0,254,0,0,97,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXR_M_R,Wetland,0,0,0,0,0,0,111,0,0,90,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXR_M_R,Water,0,0,0,0,0,0,0,0,0,320,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXR_M_R,Built-up,0,0,0,0,0,0,17,0,0,7,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXR_M_R,Forest,0,0,0,0,0,0,325,0,0,160,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXR_M_R,Bareland,0,0,0,0,0,0,24,0,0,10,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXR_M_R,Grassland,418,0,312,68,36,129,61,318,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXR_M_R,Forest,0,228,522,158,98,193,158,423,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXR_M_R,Cropland,595,113,0,87,66,232,130,401,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXR_M_R,Wetland,56,3,9,0,2,2,1,20,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXR_M_R,Bareland,45,1,119,0,0,91,21,35,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXR_M_R,Built-up,106,22,174,2,17,0,47,99,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXR_M_R,Water,518,24,240,234,99,61,0,91,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXR_M_R,Shrubland,1,4,6,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXR_M_R,Grassland,127,0,839,3,1,166,23,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXR_M_R,Forest,0,0,1120,18,1,382,227,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXR_M_R,Shrubland,4,0,29,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXR_M_R,Wetland,11,0,284,0,0,13,22,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXR_M_R,Bareland,3,0,159,0,0,91,21,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXR_M_R,Built-up,5,0,84,0,0,0,7,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXR_M_R,Water,91,0,921,16,12,110,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXR_M_R,Cropland,101,0,0,3,1,250,12,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXR_M_R,Forest,0,150,230,6,29,0,105,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXR_M_R,Wetland,142,49,32,0,1,0,26,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXR_M_R,Shrubland,36,2,3,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXR_M_R,Cropland,234,171,0,7,77,0,60,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXR_M_R,Built-up,84,38,177,0,28,0,10,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXR_M_R,Bareland,14,1,22,0,0,0,7,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXR_M_R,Water,347,108,189,56,50,0,0,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXR_M_R,Grassland,198,0,143,3,20,0,39,0,0,0,0,0
