Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Cropland
AMAZON_EXTENSION_2024_WorldCover_2021_19NCE_M_R,Shrubland,3,2,1,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NCE_M_R,Grassland,0,12,3,3,15,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NCE_M_R,Cropland,17,1,0,1,4,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NCE_M_R,Wetland,80,0,7,0,36,17,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NCE_M_R,Bareland,28,0,0,0,7,5,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NCE_M_R,Built-up,5,0,3,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NCE_M_R,Water,97,39,37,0,62,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NCE_M_R,Forest,60,20,2,1,0,16,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NCE_M_R,Shrubland,0,0,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NCE_M_R,Grassland,0,11,0,0,0,3,42,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NCE_M_R,Cropland,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NCE_M_R,Forest,0,31,0,0,0,10,48,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NCE_M_R,Wetland,0,0,0,0,0,8,55,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NCE_M_R,Bareland,0,20,0,0,0,10,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NCE_M_R,Built-up,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NCE_M_R,Water,0,46,0,0,0,0,32,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NCE_M_R,Shrubland,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NCE_M_R,Grassland,0,0,0,0,0,30,0,6,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NCE_M_R,Wetland,0,0,0,0,0,68,0,26,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NCE_M_R,Water,0,0,0,0,0,0,0,69,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NCE_M_R,Forest,0,0,0,0,0,50,0,22,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NCE_M_R,Bareland,0,0,0,0,0,25,0,16,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NCE_M_R,Cropland,5,0,3,3,5,0,0,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NCE_M_R,Wetland,25,0,0,0,25,8,0,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NCE_M_R,Bareland,12,20,0,2,9,10,0,0,17,2
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NCE_M_R,Built-up,4,1,2,0,2,0,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NCE_M_R,Water,47,46,1,5,40,0,0,0,36,3
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NCE_M_R,Forest,44,31,10,11,0,10,0,0,37,10
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NCE_M_R,Grassland,0,11,2,2,14,3,0,0,14,2
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NCE_M_R,Grassland,0,25,2,5,23,16,0,0,0,19
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NCE_M_R,Wetland,0,0,5,3,20,30,0,0,0,8
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NCE_M_R,Forest,0,29,2,7,0,32,0,0,0,13
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NCE_M_R,Water,0,48,31,2,30,0,0,0,0,3
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NCE_M_R,Bareland,0,0,0,1,9,11,0,0,0,3
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NCE_M_R,Cropland,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NCE_M_R,Water,18,15,30,0,52,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NCE_M_R,Wetland,28,0,16,0,46,35,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NCE_M_R,Forest,10,3,9,0,0,11,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NCE_M_R,Grassland,0,7,7,0,12,8,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NCE_M_R,Bareland,0,0,0,0,1,6,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NCE_M_R,Built-up,0,0,0,0,1,0,0,0,0,0
