Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Water,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23LNH_M_R,Shrubland,345,124,52,58,229,48,153,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LNH_M_R,Non_Wetland,9,8,2,0,10,0,23,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LNH_M_R,Grassland,0,200,34,23,162,7,113,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LNH_M_R,Bareland,253,118,0,43,63,17,88,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LNH_M_R,Water,672,185,165,1,706,0,492,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LNH_M_R,Forest,559,175,28,70,0,146,357,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LNH_M_R,Cropland,416,0,103,145,229,16,65,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LNH_M_R,Wetland,654,382,18,0,540,70,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LNH_M_R,Built-up,149,110,33,0,95,6,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LNH_M_R,Non_Water,5,4,1,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LNH_M_R,Lichens_and_Mosses,2,1,0,1,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LNH_M_R,Permanent_ice_and_snow,15,0,5,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNH_M_R,Non_Wetland,6,0,2,0,3,11,18,16,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNH_M_R,Shrubland,94,0,35,4,57,87,47,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNH_M_R,Grassland,0,0,18,7,54,98,32,309,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNH_M_R,Wetland,125,0,5,0,288,974,0,1008,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNH_M_R,Bareland,143,0,0,3,4,258,14,171,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNH_M_R,Built-up,100,0,75,0,16,12,0,136,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNH_M_R,Water,138,0,14,9,181,0,79,650,0,0,0,0
