Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_24LVP_M_R,Shrubland,328,99,47,62,22,126,94,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LVP_M_R,Non_Wetland,0,0,0,0,0,0,12,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LVP_M_R,Grassland,0,192,35,40,25,172,72,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LVP_M_R,Bareland,347,117,0,113,28,55,24,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LVP_M_R,Built-up,209,98,75,0,7,120,7,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LVP_M_R,Water,988,183,248,29,0,199,280,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LVP_M_R,Forest,438,141,23,34,44,0,94,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LVP_M_R,Non_Water,5,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LVP_M_R,Cropland,436,0,85,99,40,183,46,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LVP_M_R,Wetland,237,32,19,2,55,23,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LVP_M_R,Lichens_and_Mosses,1,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LVP_M_R,Permanent_ice_and_snow,11,0,6,0,1,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVP_M_R,Non_Wetland,3,0,3,0,1,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVP_M_R,Shrubland,77,0,71,29,62,12,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVP_M_R,Grassland,0,0,76,58,78,41,0,380,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVP_M_R,Cropland,506,0,203,207,114,21,0,496,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVP_M_R,Bareland,171,0,0,93,230,0,0,148,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVP_M_R,Built-up,115,0,84,0,45,3,0,130,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVP_M_R,Water,330,0,140,88,0,25,0,525,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVP_M_R,Forest,376,0,127,103,101,0,0,831,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVP_M_R,Non_Water,0,0,0,0,5,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVP_M_R,Wetland,66,0,17,11,154,16,0,228,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVP_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVP_M_R,Permanent_ice_and_snow,4,0,9,0,3,0,0,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVP_M_R,Non_Wetland,3,0,1,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVP_M_R,Grassland,0,1,132,29,16,58,0,387,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVP_M_R,Bareland,143,1,0,31,90,2,0,147,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVP_M_R,Forest,317,15,218,33,41,0,0,688,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVP_M_R,Built-up,152,0,196,0,21,12,0,135,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVP_M_R,Non_Water,0,0,2,0,2,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVP_M_R,Water,484,0,442,27,0,73,0,711,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVP_M_R,Shrubland,87,0,66,10,28,17,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVP_M_R,Cropland,529,0,346,114,36,44,0,448,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVP_M_R,Wetland,109,1,47,2,42,22,0,245,0,0,0,0
