Dataset,MajorityClass,Wetland,Grassland,Forest,Bareland,Water,Built-up,Non_Wetland,Shrubland,Cropland,Lichens_and_Mosses,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFP_M_R,Non_Wetland,2,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFP_M_R,Grassland,75,0,6,4,8,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFP_M_R,Water,410,53,57,4,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFP_M_R,Forest,409,114,0,20,193,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFP_M_R,Cropland,2,1,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFP_M_R,Wetland,0,44,9,1,114,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFP_M_R,Bareland,6,5,1,0,4,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFP_M_R,Built-up,37,20,1,8,4,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MFP_M_R,Non_Wetland,0,0,3,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MFP_M_R,Grassland,1,0,25,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MFP_M_R,Wetland,0,284,159,1,146,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MFP_M_R,Water,31,282,253,5,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MFP_M_R,Cropland,0,3,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MFP_M_R,Bareland,0,9,6,0,5,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MFP_M_R,Built-up,0,16,28,0,4,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MFP_M_R,Forest,0,166,0,3,109,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFP_M_R,Non_Wetland,1,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFP_M_R,Forest,229,218,0,64,160,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFP_M_R,Grassland,28,0,0,20,21,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFP_M_R,Water,173,130,47,55,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFP_M_R,Cropland,1,0,0,2,1,0,0,0,0,0,0,0
