Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Shrubland,Non_Wetland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_18NTH_M_R,Shrubland,3,1,3,2,2,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18NTH_M_R,Grassland,0,7,14,9,17,33,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18NTH_M_R,Cropland,51,0,17,9,8,42,4,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18NTH_M_R,Wetland,46,4,11,0,27,46,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18NTH_M_R,Bareland,59,0,0,4,43,48,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18NTH_M_R,Built-up,13,3,11,0,3,14,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18NTH_M_R,Water,144,3,106,17,0,143,8,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18NTH_M_R,Forest,92,12,56,22,57,0,5,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18NTH_M_R,Permanent_ice_and_snow,8,0,10,0,1,11,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NTH_M_R,Shrubland,0,0,0,0,3,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NTH_M_R,Grassland,0,0,0,0,36,0,0,17,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NTH_M_R,Cropland,0,0,0,0,22,0,0,5,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NTH_M_R,Wetland,0,0,0,0,29,0,0,23,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NTH_M_R,Bareland,0,0,0,0,45,0,0,36,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NTH_M_R,Built-up,0,0,0,0,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NTH_M_R,Water,0,0,0,0,0,0,0,139,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NTH_M_R,Forest,0,0,0,0,86,0,0,47,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NTH_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NTH_M_R,Water,68,47,26,27,0,96,51,0,90,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NTH_M_R,Cropland,24,0,6,5,4,39,1,0,53,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NTH_M_R,Wetland,4,2,0,1,0,10,0,0,10,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NTH_M_R,Bareland,34,21,0,22,11,37,22,0,46,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NTH_M_R,Built-up,8,4,3,0,1,9,1,0,14,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NTH_M_R,Forest,56,33,25,21,16,0,31,0,80,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NTH_M_R,Grassland,0,15,4,6,5,25,7,0,41,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NTH_M_R,Permanent_ice_and_snow,4,2,1,4,0,6,0,0,10,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NTH_M_R,Grassland,0,33,7,15,18,32,19,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NTH_M_R,Wetland,0,15,12,5,20,5,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NTH_M_R,Bareland,0,7,0,14,30,8,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NTH_M_R,Built-up,0,2,2,0,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NTH_M_R,Water,0,46,98,16,0,34,56,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NTH_M_R,Forest,0,43,24,31,50,0,49,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NTH_M_R,Cropland,0,0,1,6,6,7,9,0,0,0,0
