Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Shrubland,Non_Wetland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NTH_M_R,Permanent_ice_and_snow,0,1,0,2,10,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NTH_M_R,Wetland,0,0,0,0,0,0,0,0,0,27,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NTH_M_R,Forest,0,0,0,0,16,0,31,0,0,58,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NTH_M_R,Bareland,0,0,0,0,11,0,22,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NTH_M_R,Built-up,0,0,0,0,1,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NTH_M_R,Water,0,0,0,0,0,0,51,0,0,49,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NTH_M_R,Grassland,0,0,0,0,5,0,7,0,0,22,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NTH_M_R,Cropland,0,0,0,0,4,0,1,0,0,19,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NTH_M_R,Water,36,27,58,0,0,78,8,0,0,0,20
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NTH_M_R,Cropland,5,0,1,0,4,5,6,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NTH_M_R,Wetland,10,11,12,0,30,23,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NTH_M_R,Bareland,1,1,0,0,17,6,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NTH_M_R,Built-up,6,7,3,0,7,7,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NTH_M_R,Forest,28,19,22,0,28,0,7,0,0,0,15
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NTH_M_R,Grassland,0,5,6,0,10,13,2,0,0,0,1
