,0
Water,1056
Bareland,1027
Grassland,714
Wetland,648
Cropland,452
Built-up,240
Shrubland,211
Non_Wetland,210
Forest,195
Non_Water,95
Lichens_and_Mosses,49
Permanent_ice_and_snow,38
