Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPS_M_R
9779,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
9780,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
9781,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9782,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
9783,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9784,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
9785,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
9786,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
9787,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
9788,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9789,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
9790,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
9791,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9792,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9793,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
9794,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
9795,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
9796,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
9797,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
9798,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
9799,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
9800,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
9801,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
9802,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
9803,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
9804,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
9805,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
9806,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Built-up,Bareland
9807,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
9808,Forest,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Forest
9809,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
9810,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
9811,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
9812,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
9813,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Water
9814,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
9815,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
9816,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
9817,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
9818,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
9819,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
9820,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
9821,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
9822,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
9823,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
9824,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
9825,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
9826,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
9827,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
9828,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
9829,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
9830,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
9831,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
9832,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9833,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
9834,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
9835,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
9836,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
9837,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
9838,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
9839,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
9840,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
9841,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
9842,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
9843,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
9844,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Water
9845,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
9846,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
9847,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
9848,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Water
9849,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
9850,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
9851,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Cropland
9852,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
9853,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Forest
9854,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
9855,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Forest
9856,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
9857,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
9858,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
9859,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
9860,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
9861,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
9862,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
9863,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
9864,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
9865,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
9866,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
9867,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
9868,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
9869,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
9870,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
9871,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9872,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
9873,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
9874,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
9875,Forest,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
9876,Forest,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Forest
9877,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
9878,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
9879,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
9880,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
9881,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
9882,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
9883,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
9884,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
9885,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
9886,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
9887,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
9888,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
9889,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
9890,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
9891,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
9892,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
9893,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
9894,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
9895,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
9896,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
9897,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
9898,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
9899,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
9900,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
9901,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
9902,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
9903,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
9904,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
9905,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Water
9906,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Forest
9907,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
9908,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
9909,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
9910,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
9911,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
9912,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
9913,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
9914,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
9915,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9916,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
9917,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
9918,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
9919,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
9920,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
9921,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
9922,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
9923,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
9924,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
9925,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
9926,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
9927,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
9928,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
9929,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
9930,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
9931,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
9932,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
9933,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
9934,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
9935,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
9936,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
9937,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
9938,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
9939,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
9940,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
9941,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
9942,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
9943,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
9944,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
9945,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
9946,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
9947,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
9948,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
9949,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
9950,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
9951,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
9952,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
9953,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
9954,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
9955,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
9956,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
9957,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
9958,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
9959,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
9960,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
9961,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
9962,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
9963,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
9964,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
9965,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
9966,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
9967,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
9968,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
9969,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
9970,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
9971,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
9972,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
9973,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
9974,Forest,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
9975,Forest,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Forest
9976,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
9977,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Water
9978,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
9979,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Water,Forest
9980,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
9981,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
9982,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
9983,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
9984,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
9985,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
9986,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
9987,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
9988,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
9989,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
9990,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
9991,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
9992,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
9993,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9994,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9995,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9996,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
9997,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
9998,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
9999,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
10000,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
10001,Forest,NULL,Built-up,Water,Non_Wetland,Built-up,Bareland,Built-up
10002,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
10003,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
10004,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
10005,Forest,NULL,Water,NULL,Water,NULL,Grassland,Forest
10006,Forest,NULL,Water,NULL,Water,NULL,Water,Forest
10007,Forest,NULL,Water,NULL,Water,Grassland,NULL,Grassland
10008,Forest,NULL,Water,NULL,Water,Grassland,NULL,Forest
10009,Forest,NULL,Water,NULL,Water,Grassland,Water,Wetland
10010,Forest,NULL,Water,NULL,Water,Wetland,NULL,Water
10011,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
10012,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
10013,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
10014,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
10015,Forest,NULL,Water,NULL,Water,Water,NULL,Grassland
10016,Forest,NULL,Water,NULL,Water,Water,NULL,Forest
10017,Forest,NULL,Water,NULL,Water,Water,Grassland,Water
10018,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
10019,Forest,NULL,Water,NULL,Water,Water,Water,Water
10020,Forest,NULL,Water,NULL,Water,Water,Water,Forest
10021,Forest,NULL,Water,NULL,Water,Forest,NULL,Forest
10022,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
10023,Forest,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
10024,Forest,NULL,Water,Non_Water,Water,Wetland,NULL,Grassland
10025,Forest,NULL,Water,Non_Water,Water,Water,NULL,Forest
10026,Forest,NULL,Water,Non_Water,Water,Water,Grassland,Water
10027,Forest,NULL,Water,Non_Water,Water,Water,Bareland,Water
10028,Forest,NULL,Water,Non_Water,Water,Forest,Forest,Forest
10029,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
10030,Forest,NULL,Water,Water,Water,NULL,NULL,Water
10031,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
10032,Forest,NULL,Water,Water,Water,NULL,Grassland,Grassland
10033,Forest,NULL,Water,Water,Water,NULL,Grassland,Forest
10034,Forest,NULL,Water,Water,Water,NULL,Water,Water
10035,Forest,NULL,Water,Water,Water,NULL,Water,Forest
10036,Forest,NULL,Water,Water,Water,Grassland,NULL,Grassland
10037,Forest,NULL,Water,Water,Water,Grassland,NULL,Forest
10038,Forest,NULL,Water,Water,Water,Wetland,NULL,Grassland
10039,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
10040,Forest,NULL,Water,Water,Water,Water,NULL,Grassland
10041,Forest,NULL,Water,Water,Water,Water,NULL,Water
10042,Forest,NULL,Water,Water,Water,Water,NULL,Forest
10043,Forest,NULL,Water,Water,Water,Water,Grassland,Bareland
10044,Forest,NULL,Water,Water,Water,Water,Water,Grassland
10045,Forest,NULL,Water,Water,Water,Water,Water,Wetland
10046,Forest,NULL,Water,Water,Water,Water,Water,Water
10047,Forest,NULL,Water,Water,Water,Water,Water,Forest
10048,Forest,NULL,Water,Water,Water,Forest,NULL,Forest
10049,Forest,NULL,Water,Water,Water,Forest,Water,Forest
10050,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
10051,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10052,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
10053,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
10054,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
10055,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
10056,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10057,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
10058,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
10059,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
10060,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
10061,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10062,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
10063,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
10064,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
10065,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
10066,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10067,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
10068,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
10069,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
10070,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
10071,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
10072,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
10073,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
10074,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
10075,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
10076,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
10077,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
10078,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10079,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
10080,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
10081,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
10082,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
10083,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10084,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10085,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
10086,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10087,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
10088,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10089,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
10090,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
10091,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
10092,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
10093,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
10094,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10095,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
10096,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
10097,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
10098,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10099,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10100,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10101,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
10102,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
10103,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10104,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
10105,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
10106,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
10107,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10108,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
10109,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
10110,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
10111,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
10112,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
10113,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
10114,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
10115,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10116,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
10117,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10118,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
10119,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
10120,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
10121,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
10122,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
