,0
Wetland,16345
Water,15925
Forest,15731
Shrubland,12272
Grassland,9687
Cropland,9286
Bareland,5886
Non_Wetland,4913
Built-up,2762
Non_Water,1504
Permanent_ice_and_snow,82
Lichens_and_Mosses,40
