Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23MPN_M_R,Shrubland,344,91,106,76,271,86,53,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MPN_M_R,Non_Wetland,6,0,0,0,5,17,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MPN_M_R,Grassland,0,166,12,13,257,55,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MPN_M_R,Bareland,219,73,0,23,101,5,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MPN_M_R,Built-up,215,87,61,0,187,1,6,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MPN_M_R,Water,474,18,148,22,573,230,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MPN_M_R,Cropland,518,0,125,92,393,30,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MPN_M_R,Wetland,268,28,25,6,325,0,150,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MPN_M_R,Forest,631,166,57,44,0,119,142,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MPN_M_R,Non_Water,4,1,1,0,2,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MPN_M_R,Permanent_ice_and_snow,4,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPN_M_R,Non_Wetland,4,0,0,0,1,3,8,11,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPN_M_R,Shrubland,107,0,50,33,43,8,67,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPN_M_R,Grassland,0,0,32,28,134,22,37,356,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPN_M_R,Cropland,460,0,210,129,230,6,36,540,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPN_M_R,Wetland,78,0,11,5,44,0,391,593,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPN_M_R,Bareland,88,0,0,9,28,2,81,149,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPN_M_R,Built-up,115,0,109,0,17,0,31,203,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPN_M_R,Water,106,0,30,22,64,34,0,684,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPN_M_R,Forest,417,0,136,116,0,70,360,1258,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPN_M_R,Non_Water,1,0,0,0,0,0,4,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPN_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPN_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPN_M_R,Non_Wetland,2,0,3,0,3,11,1,8,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPN_M_R,Grassland,0,89,170,14,137,50,41,318,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPN_M_R,Wetland,16,0,69,3,175,0,195,297,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPN_M_R,Bareland,20,19,0,6,7,5,19,74,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPN_M_R,Water,17,1,205,11,223,225,0,511,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPN_M_R,Forest,315,63,374,90,0,279,250,900,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPN_M_R,Non_Water,0,0,2,0,0,0,6,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPN_M_R,Shrubland,74,19,95,29,30,41,55,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPN_M_R,Built-up,92,18,211,0,13,1,16,199,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPN_M_R,Cropland,328,0,391,82,81,12,16,447,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPN_M_R,Lichens_and_Mosses,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPN_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,1,2,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPN_M_R,Shrubland,0,0,0,0,0,0,0,0,189,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPN_M_R,Wetland,0,0,0,0,0,0,8,0,231,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPN_M_R,Grassland,0,0,0,0,0,42,1,0,136,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPN_M_R,Water,0,0,0,0,0,542,0,0,283,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPN_M_R,Forest,0,0,0,0,0,314,59,0,449,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPN_M_R,Cropland,0,0,0,0,0,8,0,0,46,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPN_M_R,Bareland,0,0,0,0,0,25,3,0,12,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPN_M_R,Built-up,0,0,0,0,0,1,2,0,2,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPN_M_R,Water,0,0,0,0,0,0,0,0,0,485,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPN_M_R,Grassland,0,0,0,0,0,0,41,0,0,34,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPN_M_R,Bareland,0,0,0,0,0,0,29,0,0,32,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPN_M_R,Forest,0,0,0,0,0,0,245,0,0,223,0,0
