Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Shrubland,Non_Wetland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_17MQP_M_R,Shrubland,3,3,3,3,2,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MQP_M_R,Grassland,0,18,15,17,5,33,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MQP_M_R,Cropland,90,0,76,34,50,88,6,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MQP_M_R,Wetland,59,24,30,3,38,54,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MQP_M_R,Bareland,95,70,0,28,57,83,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MQP_M_R,Built-up,21,15,19,0,11,21,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MQP_M_R,Water,157,103,153,42,0,161,2,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MQP_M_R,Forest,96,66,71,42,43,0,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MQP_M_R,Permanent_ice_and_snow,15,2,6,3,2,8,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQP_M_R,Shrubland,0,0,0,0,5,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQP_M_R,Grassland,0,0,0,0,31,0,0,14,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQP_M_R,Cropland,0,0,0,0,129,0,0,58,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQP_M_R,Wetland,0,0,0,0,63,0,0,32,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQP_M_R,Bareland,0,0,0,0,124,0,0,61,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQP_M_R,Built-up,0,0,0,0,24,0,0,5,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQP_M_R,Water,0,0,0,0,0,0,0,232,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQP_M_R,Forest,0,0,0,0,113,0,0,58,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQP_M_R,Water,66,114,111,31,0,99,62,0,131,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQP_M_R,Cropland,64,0,72,28,19,76,26,0,84,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQP_M_R,Wetland,11,21,18,0,0,13,0,0,21,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQP_M_R,Bareland,65,70,0,39,13,59,27,0,75,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQP_M_R,Built-up,14,19,17,0,2,18,1,0,24,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQP_M_R,Forest,67,75,68,25,19,0,33,0,100,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQP_M_R,Grassland,0,25,18,7,0,22,2,0,38,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQP_M_R,Permanent_ice_and_snow,6,5,4,3,0,7,0,0,13,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQP_M_R,Water,0,116,90,96,0,67,2,0,0,0,0
