Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLF_M_R,Wetland,0,20,0,5,26,0,81,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLF_M_R,Built-up,0,52,1,0,2,0,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLF_M_R,Water,0,116,12,87,34,71,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLF_M_R,Cropland,0,0,6,220,93,0,8,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLF_M_R,Permanent_ice_and_snow,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLF_M_R,Forest,142,116,52,0,0,22,65,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLF_M_R,Shrubland,78,89,65,0,201,35,47,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLF_M_R,Cropland,103,0,194,0,140,4,45,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLF_M_R,Wetland,59,10,5,0,125,0,34,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLF_M_R,Bareland,4,39,0,0,30,1,16,0,0,0,13
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLF_M_R,Water,43,19,83,0,317,143,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLF_M_R,Built-up,8,127,135,0,110,0,7,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLF_M_R,Grassland,0,96,95,0,186,30,72,0,0,0,13
