Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23LLF_M_R,Shrubland,281,64,80,71,140,33,47,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LLF_M_R,Grassland,0,123,53,51,186,46,47,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LLF_M_R,Non_Wetland,6,0,0,0,3,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LLF_M_R,Bareland,299,59,0,96,85,10,46,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LLF_M_R,Water,688,127,172,7,449,188,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LLF_M_R,Forest,707,154,77,97,0,106,123,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LLF_M_R,Cropland,539,0,214,184,263,14,29,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LLF_M_R,Wetland,161,10,4,1,56,0,56,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LLF_M_R,Built-up,270,116,98,0,153,0,8,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LLF_M_R,Non_Water,1,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LLF_M_R,Permanent_ice_and_snow,4,0,5,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLF_M_R,Non_Wetland,3,0,0,0,2,11,2,3,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLF_M_R,Shrubland,75,0,49,25,36,56,47,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLF_M_R,Grassland,0,0,43,23,127,64,82,245,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLF_M_R,Cropland,446,0,219,129,209,29,42,445,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLF_M_R,Wetland,37,0,1,0,23,0,224,71,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLF_M_R,Bareland,128,0,0,90,41,5,75,121,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLF_M_R,Built-up,105,0,101,0,51,10,50,176,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLF_M_R,Water,385,0,43,34,186,98,0,390,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLF_M_R,Forest,423,0,205,71,0,315,259,759,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLF_M_R,Non_Water,0,0,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLF_M_R,Permanent_ice_and_snow,5,0,0,0,1,0,1,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLF_M_R,Shrubland,0,0,0,0,0,0,0,0,175,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLF_M_R,Wetland,0,0,0,0,0,0,41,0,531,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLF_M_R,Grassland,0,0,0,0,0,25,50,0,232,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLF_M_R,Forest,0,0,0,0,0,68,134,0,720,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLF_M_R,Bareland,0,0,0,0,0,5,76,0,15,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLF_M_R,Water,0,0,0,0,0,191,0,0,342,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLF_M_R,Cropland,0,0,0,0,0,0,51,0,82,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLF_M_R,Built-up,0,0,0,0,0,0,43,0,25,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLF_M_R,Grassland,0,41,101,21,46,111,44,223,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLF_M_R,Non_Wetland,1,0,2,0,1,8,0,7,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLF_M_R,Wetland,25,0,81,1,16,0,39,55,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLF_M_R,Built-up,163,89,141,0,24,16,3,160,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLF_M_R,Water,243,24,554,14,132,301,0,405,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLF_M_R,Forest,515,79,536,28,0,408,119,800,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLF_M_R,Bareland,130,131,0,17,3,0,9,40,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLF_M_R,Non_Water,1,0,0,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLF_M_R,Shrubland,103,32,93,12,15,43,16,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLF_M_R,Cropland,434,0,225,116,49,36,17,295,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLF_M_R,Permanent_ice_and_snow,0,4,3,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLF_M_R,Grassland,0,0,0,0,0,0,89,0,0,55,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLF_M_R,Water,0,0,0,0,0,0,0,0,0,440,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLF_M_R,Shrubland,0,0,0,0,0,0,44,0,0,16,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLF_M_R,Wetland,0,0,0,0,0,0,49,0,0,61,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLF_M_R,Bareland,0,0,0,0,0,0,40,0,0,7,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLF_M_R,Cropland,0,0,0,0,0,0,43,0,0,13,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLF_M_R,Forest,0,0,0,0,0,0,156,0,0,128,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLF_M_R,Built-up,0,0,0,0,0,0,7,0,0,1,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLF_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLF_M_R,Grassland,0,454,60,95,289,25,50,393,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLF_M_R,Bareland,2,297,0,126,80,5,76,259,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLF_M_R,Built-up,21,204,39,0,63,0,43,194,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLF_M_R,Forest,148,557,62,173,0,68,134,585,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLF_M_R,Water,3,349,84,33,426,191,0,398,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLF_M_R,Cropland,35,0,41,164,201,0,51,393,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLF_M_R,Wetland,14,63,2,3,168,0,41,133,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLF_M_R,Shrubland,7,36,11,23,38,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLF_M_R,Permanent_ice_and_snow,0,4,0,0,1,0,0,6,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLF_M_R,Grassland,0,374,3,140,182,2,51,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLF_M_R,Bareland,0,196,0,246,48,0,17,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLF_M_R,Shrubland,0,140,0,117,95,20,42,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLF_M_R,Forest,0,398,3,317,0,43,334,0,0,0,0
