Dataset,MajorityClass,Forest,Grassland,Wetland,Cropland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20LRH_M_R,Shrubland,101,88,84,11,9,17,10,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LRH_M_R,Non_Wetland,11,13,17,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LRH_M_R,Grassland,361,0,410,107,115,53,57,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LRH_M_R,Cropland,341,444,249,0,76,72,32,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LRH_M_R,Wetland,348,491,0,38,41,7,196,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LRH_M_R,Bareland,125,185,69,25,0,16,19,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LRH_M_R,Water,417,481,587,15,73,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LRH_M_R,Forest,0,517,488,45,59,64,85,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LRH_M_R,Non_Water,1,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LRH_M_R,Built-up,58,43,23,9,16,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LRH_M_R,Lichens_and_Mosses,1,1,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LRH_M_R,Permanent_ice_and_snow,2,2,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRH_M_R,Non_Wetland,4,9,15,0,3,0,5,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRH_M_R,Shrubland,12,54,57,0,24,0,8,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRH_M_R,Grassland,79,0,437,0,139,2,81,153,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRH_M_R,Cropland,97,550,279,0,104,14,10,175,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRH_M_R,Wetland,10,445,0,0,48,0,291,19,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRH_M_R,Bareland,7,200,123,0,0,0,18,23,0,0,0,0
