Dataset,MajorityClass,Grassland,Forest,Water,Bareland,Non_Water,Shrubland,Built-up,Wetland,Cropland,Lichens_and_Mosses,Non_Wetland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_19MBT_M_R,Shrubland,3,2,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MBT_M_R,Grassland,0,6,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MBT_M_R,Cropland,4,3,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MBT_M_R,Wetland,24,13,33,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MBT_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MBT_M_R,Built-up,4,4,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MBT_M_R,Water,51,45,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MBT_M_R,Forest,60,0,37,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MBT_M_R,Bareland,1,1,15,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MBT_M_R,Shrubland,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MBT_M_R,Grassland,0,0,12,0,4,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MBT_M_R,Wetland,0,0,25,0,16,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MBT_M_R,Water,0,0,0,0,86,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MBT_M_R,Forest,0,0,43,0,39,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MBT_M_R,Built-up,0,0,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MBT_M_R,Cropland,0,0,2,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MBT_M_R,Bareland,0,0,4,0,9,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MBT_M_R,Water,16,17,0,23,0,31,12,38,10,6,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MBT_M_R,Built-up,2,1,0,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MBT_M_R,Forest,18,0,11,24,0,42,14,23,13,7,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MBT_M_R,Grassland,0,2,1,3,0,11,0,3,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MBT_M_R,Cropland,0,1,0,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MBT_M_R,Wetland,2,1,0,1,0,4,1,0,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MBT_M_R,Bareland,1,2,0,0,0,2,1,4,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MBT_M_R,Wetland,0,11,6,9,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MBT_M_R,Water,0,31,0,22,0,0,4,9,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MBT_M_R,Grassland,0,6,3,0,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MBT_M_R,Forest,0,0,36,7,0,0,9,17,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MBT_M_R,Cropland,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MBT_M_R,Bareland,0,0,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MBT_M_R,Water,0,0,0,0,0,0,0,38,0,0,1,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MBT_M_R,Forest,0,0,11,0,0,0,0,23,0,0,16,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MBT_M_R,Grassland,0,0,1,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MBT_M_R,Wetland,0,0,0,0,0,0,0,0,0,0,12,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MBT_M_R,Bareland,0,0,0,0,0,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MBT_M_R,Water,7,61,0,23,0,0,0,6,15,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MBT_M_R,Wetland,5,20,4,3,0,0,0,0,6,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MBT_M_R,Forest,3,0,9,1,0,0,0,1,3,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MBT_M_R,Grassland,0,5,1,0,0,0,0,0,0,0,0,0
