Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCA_M_R
14207,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
14208,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
14209,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
14210,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
14211,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
14212,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
14213,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
14214,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
14215,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
14216,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
14217,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
14218,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
14219,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
14220,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
14221,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
14222,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
14223,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
14224,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
14225,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
14226,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
14227,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
14228,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
14229,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
