Dataset,MajorityClass,Forest,Cropland,Bareland,Built-up,Wetland,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21LYL_M_R,Grassland,342,133,34,66,7,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYL_M_R,Non_Wetland,7,0,0,1,1,0,8,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYL_M_R,Shrubland,91,27,16,36,1,3,158,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYL_M_R,Cropland,258,0,34,96,0,3,372,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYL_M_R,Wetland,184,2,11,1,0,52,153,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYL_M_R,Bareland,287,36,0,69,2,94,417,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYL_M_R,Built-up,94,16,34,0,0,10,173,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYL_M_R,Water,519,6,56,2,12,0,463,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYL_M_R,Forest,0,75,30,98,13,82,643,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYL_M_R,Lichens_and_Mosses,2,1,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYL_M_R,Permanent_ice_and_snow,5,0,4,0,0,0,11,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYL_M_R,Non_Wetland,2,0,2,0,9,0,3,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYL_M_R,Shrubland,23,0,29,1,17,3,45,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYL_M_R,Grassland,123,0,244,15,80,32,0,280,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYL_M_R,Cropland,109,0,133,6,31,6,347,237,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYL_M_R,Bareland,15,0,0,7,17,5,143,68,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYL_M_R,Built-up,16,0,100,0,18,4,71,74,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYL_M_R,Water,91,0,386,1,229,0,356,148,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYL_M_R,Forest,0,0,434,19,388,113,680,549,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYL_M_R,Wetland,9,0,104,0,0,24,74,25,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYL_M_R,Lichens_and_Mosses,0,0,2,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYL_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,2,9,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYL_M_R,Grassland,50,129,387,41,93,25,0,196,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYL_M_R,Non_Wetland,0,0,4,0,10,1,1,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYL_M_R,Forest,0,92,741,61,329,219,595,549,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYL_M_R,Bareland,2,22,0,7,5,3,59,17,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYL_M_R,Wetland,1,0,137,1,0,55,67,42,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYL_M_R,Water,21,0,561,4,128,0,203,56,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYL_M_R,Shrubland,1,15,72,4,20,12,46,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYL_M_R,Cropland,13,0,287,40,13,2,295,80,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYL_M_R,Lichens_and_Mosses,0,0,2,1,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYL_M_R,Built-up,0,17,161,0,3,1,63,24,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYL_M_R,Permanent_ice_and_snow,0,1,19,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYL_M_R,Grassland,0,0,0,0,59,21,0,0,230,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYL_M_R,Wetland,0,0,0,0,0,6,0,0,76,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYL_M_R,Forest,0,0,0,0,217,103,0,0,677,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYL_M_R,Bareland,0,0,0,0,55,27,0,0,146,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYL_M_R,Water,0,0,0,0,258,0,0,0,251,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYL_M_R,Shrubland,0,0,0,0,0,0,0,0,51,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYL_M_R,Cropland,0,0,0,0,5,2,0,0,44,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYL_M_R,Built-up,0,0,0,0,3,0,0,0,22,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYL_M_R,Bareland,0,0,0,0,0,156,0,0,0,60,0,0
